,Artist,Song Name,GPE,Line,Line Before,Line After
2979,A$AP Ferg,Plain Jane (Remix),Geneva,From Jamaica right back to Geneva (Geneva),Chop off dem head with mi cleaver (Sha),Shabba Ranking ah true crowd pleaser
2980,A$AP Ferg,Plain Jane (Remix),Brazil,Rather double up and strap and hit a booty in Brazil,Now they want a make it Gucci cause a nigga got a deal,"I hit Punta Cana when shit gets so real (Juh, juh, juh) (Alright!)"
2981,A$AP Ferg,Plain Jane (Remix),Punta Cana,"I hit Punta Cana when shit gets so real (Juh, juh, juh) (Alright!)",Rather double up and strap and hit a booty in Brazil,Two bad bitches in my vehicle
2982,A$AP Ferg,Plain Jane (Remix),Puerto Rican,"Butter pecan, Puerto Rican, be freakin\' the deacon\'","Nigga Ya Ya Ya, eat ya crew","A hood pope get good throat, I\'m skeetin\' the sheets"
2983,A$AP Ferg,Plain Jane (Remix),QuikTrip,Meetin\' up the plug at a QuikTrip (QuikTrip),[Verse 3: Quavo],Young nigga had to make that money back flip (Prr)
2984,A$AP Ferg,Plain Jane (Remix),Klumps,Pockets is fat like The Klumps (Klumps),"She suck on my dick \'til it\'s numb (Yeah, numb)",Rappers is lookin\' like lunch (Yum)
2985,A$AP Ferg,Plain Jane (Remix),Harlem,Got a new loft in Harlem,"When I be leaving she tell me to stay, ooh (Yeah, yeah, yeah)","No, Fergie ain\'t move to LA, woo (Ferg)"
2986,A$AP Ferg,Plain Jane (Remix),LA,"No, Fergie ain\'t move to LA, woo (Ferg)",Got a new loft in Harlem,"Burberry on my collar, ooh"
2987,A$AP Ferg,Plain Jane (Remix),Harlem,"Straight from outta Queens, headed to Harlem now","Chinese bangs with my two braids, ayy",I got the panda mink on and it\'s growlin\' now
2988,Masta Killa,Plain Jane (Remix),Earth,My daily toil\'s: to protect the Earth so the seeds won\'t spoil,My sword will not dull,Ya Frankenstein type mind like Peter Boil
2989,Masta Killa,Plain Jane (Remix),Mt. Fiji,I\'m like Godzilla stompin\' through Mt. Fiji,Y\'all best to run when y\'all see me,On his way to Tokyo
2990,Masta Killa,Plain Jane (Remix),Tokyo,On his way to Tokyo,I\'m like Godzilla stompin\' through Mt. Fiji,You hollow block head tell lies like Pinochio
2991,Masta Killa,Plain Jane (Remix),V.S.,"""How you want the Triple X rock cut? V.S.?""","Flip the Nokio phone, call my nigga T.S","Or Princess, or simply solid"
2992,Masta Killa,Plain Jane (Remix),\'95,"Pass the keys to the Coupe, it\'s cute for wiz to scoot off, \'95 north","Slang lasso, ropin\' them til they recoup","Cut from the cloth of king, who bare struggle"
2993,Masta Killa,Plain Jane (Remix),Cali,Out to the West Side my killer Cali gangstas ride and get they head right,I'm just contemplating deciding on how to flow this,"Yo, son, I'm on the next flight in"
2994,Masta Killa,Plain Jane (Remix),Earth,"Measure every inch of the Earth, combining more","I was here before the dinosaurs, shine and defining law","Elements and chemicals, phosphates and minerals"
2995,Masta Killa,Plain Jane (Remix),London,Transform on niggas like the werewolf from London,"Dirty Dick Dastard' dart, straight out the dungeon","Paul Bunyan ax tracks, get peeled, caps back"
2996,Masta Killa,Plain Jane (Remix),M.C.,"Parental advisory, no M.C. is wisin' me","Hard to get out, nigga, head like naps","Me and the mic, like, ebony and ivory"
2997,Masta Killa,Plain Jane (Remix),East,"Murderer, East terrorist, we clap gun thunderist","Brownsvillah, do or die Bed-Stuy","Land of the Iron Gods, swords can't live"
2998,Masta Killa,Plain Jane (Remix),Medina,"Medina stay warrior, how can I escape the block","Land of the Iron Gods, swords can't live","From being boxed off, lost in the shuffle of life"
2999,Masta Killa,Plain Jane (Remix),East Medina,"Listen to the greatest rap murderer, East Medina warrior",Diamond pinky ringing for the bitches,"Snow-colored Benz in the winter, Wu forever"
3000,Masta Killa,Plain Jane (Remix),Columbus,Trying to dumb us with the story of Columbus,"Cause he said, the teacher was lyin about the Indians","And brain-numb us, when all you see, that came from us"
3001,Masta Killa,Plain Jane (Remix),New York,"Intense like a New York riot, she stood quiet",Tagging Wu logo on the book margin,"And asked me, could she speak to me in private"
3002,Masta Killa,Plain Jane (Remix),Europe,And how did Europe black out in the dark ages?,Why don\'t we speak about the wisdom of the sages?,And when they got light did they white-wash the pages?
3003,Masta Killa,Plain Jane (Remix),Tilden,"Let\'s cut out, go bag some chicks up at Tilden","My hot chocolate spillin\', after 5th period","Wonderful had the rental, ""Nobody Beats the Biz"""
3004,Masta Killa,Plain Jane (Remix),Erasmus,"Rude ones flow Erasmus, Westinghouse money makers","Brothers in Jeff, pull the fire alarm",Maxwell thunder hip shakers..
3005,Masta Killa,Plain Jane (Remix),y\'knowhatimean,"And make it major, y\'knowhatimean? (That\'s what\'s nigga)","They not on my level, but I can sit with the O.G.\'s from there","Right, but, we not doing that until we get this business settled"
3006,Masta Killa,Plain Jane (Remix),the east coast,"They represent the east coast, how we represent the west coast","Cuz I love them niggas, I feel as though","And I love them...Embed', 'No Said Date Lyrics[Intro]"
3007,Masta Killa,Plain Jane (Remix),the west coast,"They represent the east coast, how we represent the west coast","Cuz I love them niggas, I feel as though","And I love them...Embed', 'No Said Date Lyrics[Intro]"
3008,Masta Killa,Plain Jane (Remix),Earth,What better place of birth than the Earth,Crafted and mastered in space,"When a star is born, but the path was narrow"
3009,Masta Killa,Plain Jane (Remix),Verrazano,"Float across the Verrazano, stack ya ammo","When a star is born, but the path was narrow","Hit \'em while we got the muscle, in the streets we hustle"
3010,Masta Killa,Plain Jane (Remix),Lafayette,Yvette with the red Corvette from Lafayette,"Set to connect with Deck, we pushin\' through",Pussy stay wet and she hold Tec
3011,Masta Killa,Plain Jane (Remix),the Shaolin Temple,"Straight from the Shaolin Temple, so simple","Not to offend you, something for the mental",Ain\'t enough ink for the thoughts I think
3012,Masta Killa,Plain Jane (Remix),North,"Work out of the yard up North, tryna burst out","Buildings got burnt out, sisters got turned out","Pissy elevators, dirty cop favors"
3013,Masta Killa,Plain Jane (Remix),mil\,"Blocklet of chocolates, ship a mil\', box it","Goose in the canteen, dutch leaf green","Moms and pops it, plan to be seventy five, live and kicking"
3014,Masta Killa,Plain Jane (Remix),East,"West to East, South to North, best, the beats","I\'m cocained down, and I got a fire to stretch my eats","Rest is tef\', the Chef defeats"
3015,Masta Killa,Plain Jane (Remix),North,"West to East, South to North, best, the beats","I\'m cocained down, and I got a fire to stretch my eats","Rest is tef\', the Chef defeats"
3016,Masta Killa,Plain Jane (Remix),New York,"East New York squad, in the yard gettin\' ripped","Look, another smash hit, my niggas from the boulevard","\'Least twenty five a clip, a hundred men stomp in ya face"
3017,Masta Killa,Plain Jane (Remix),Vegas,Let\'s hit Vegas while the weather is nice,(Add a little sugar),(Honeysuckle and)
3018,Masta Killa,Plain Jane (Remix),Vegas,Let\'s hit Vegas while the weather is nice,(Add a little sugar),(Honeysuckle and)
3019,Masta Killa,Plain Jane (Remix),Vegas,Let\'s hit Vegas while the weather is nice,(Add a little sugar),(Honeysuckle and)
3020,Masta Killa,Plain Jane (Remix),Lavonia,Caught 'em on the corner of Lavonia,"Gun shot to the informer, Killa Bee Swarm","Reported missing, found him in the fetal position"
3021,Masta Killa,Plain Jane (Remix),Delancey,"Jay cross town to Delancey, jew the jew down",A Sergio Tacchini brown suede ballet,"Fresh leather winter weather, maxima spoiler kit"
3022,Masta Killa,Plain Jane (Remix),Latin Quarter,"Latin Quarter, Union Square, you had to be there","Saying \'please don\'t wear that, people getting killed for that\'","The Fever, MC Global"
3023,Masta Killa,Plain Jane (Remix),Biltmore,"Live at the Biltmore, my flow cocoa libio","Stone love classics, silver hawk athlete",You can never catch my super rhyme Kurtis flow
3024,Masta Killa,Plain Jane (Remix),Rikers Isle,"Rikers Isle, nobody smiling, jolly stompers","Tomahawk, streets I walk, Hardy Boy sex boys take money","Sing Sing Spofford, TNT NARCs, they rush and try to knock us"
3025,Masta Killa,Plain Jane (Remix),Coney Island Beach,High school cutting out to Coney Island Beach,"Latif, little Shareef, brother AD",I prepared this lesson at RedirectionEmbed']
3026,Fabolous,Want You Back,New York,You chose dick from this nigga off the New York Knicks,Told you you gon' fuck around and end up sick,"My Nig... you so spiteful, that ain’t the way we act"
3027,Fabolous,Want You Back,Florida,My villa in Florida we crashin',"I woulda traded it all, in orderly fashion","Just off the shore, so you can hear when water be splashin'"
3028,Fabolous,Want You Back,Brooklyn,Miss Brooklyn New York,[Interlude: Wale],I'll give you whatever to get to your heart
3029,Fabolous,Want You Back,New York,Miss Brooklyn New York,[Interlude: Wale],I'll give you whatever to get to your heart
3030,Fabolous,Want You Back,Brooklyn,"(She represent Queens, I was raised out in Brooklyn)","And we gon\' do it, do it, do it, do it",
3031,Fabolous,Want You Back,Brooklyn,"(She represent Queens, I was raised out in Brooklyn)","And we gon\' do it, do it, do it, do it",
3032,Fabolous,Want You Back,Brooklyn,"(She represent Queens, I was raised out in Brooklyn)","And we gon\' do it, do it, do it, do it",
3033,Fabolous,Want You Back,L.A,"Girl 1: I\'ve been in L.A, uh...","Girl 2: Uh, where have you been?",Girl 2: What do you mean L.A?
3034,Fabolous,Want You Back,L.A,Girl 2: What do you mean L.A?,"Girl 1: I\'ve been in L.A, uh...",Girl 1: Um... I met this guy
3035,Fabolous,Want You Back,New York,Girl 2: So when are you coming back to New York?,Girl 1: Um... I met this guy,"Girl 1: I don\'t know, girl, it\'s going so good, I don\'t know"
3036,Fabolous,Want You Back,Montana,[Intro: Fabolous & (French Montana)],,"Whoa, whoa, whoa"
3037,Fabolous,Want You Back,Montana,"Whoa, whoa, whoa (Montana)","Whoa, whoa, whoa (change is good for everybody)","Whoa, whoa, whoa (ya boy Fid-fida, haan!)"
3038,Fabolous,Want You Back,haan!,"Whoa, whoa, whoa (ya boy Fid-fida, haan!)","Whoa, whoa, whoa (Montana)","Whoa, whoa, whoa"
3039,Fabolous,Want You Back,Montana,[Bridge: French Montana],,When that hate don't work they start telling lies
3040,Fabolous,Want You Back,Montana,[Chorus: Fabolous & French Montana],,Hatin' hoes ain't happy
3041,Fabolous,Want You Back,Houston,"When you do, wear your rocket like you rest in Houston","I told em get money, that's the best solution","When niggas stole my style, I ain't stress the boostin'"
3042,Fabolous,Want You Back,Montana,[Chorus: Fabolous & French Montana],"My new bitch is bad ass, she the best since Boosie",Like whoa whoa whoa
3043,Fabolous,Want You Back,Montana,[Verse 2: French Montana],,12 o' clock then the call dropped
3044,Fabolous,Want You Back,Montana,[Bridge: French Montana],Whoa whoa whoa,When that hate don't work they start telling lies
3045,Fabolous,Want You Back,Montana,[Chorus: Fabolous & French Montana],,Hatin' hoes ain't happy
3046,Fabolous,Want You Back,La Marina,You was in La Marina all summer (every Sunday),[Verse 1: Fabolous],You was up in Toxic all summer (turn up)
3047,Fabolous,Want You Back,Atlanta,"This nigga in Atlanta Airtran her, no Delta (haha)","4 Celtics, Knicks guard, you know Felton",Been naughty all year trying to end it nicely (niiice)
3048,Fabolous,Want You Back,Delta,"This nigga in Atlanta Airtran her, no Delta (haha)","4 Celtics, Knicks guard, you know Felton",Been naughty all year trying to end it nicely (niiice)
3049,Fabolous,Want You Back,KoD,"You was in club Liv every Sunday, you was in KoD every Monday",[Verse 2: Fabolous],"Just like Lil Wayne said: LIV on Sundays, King of Diamonds Monday"
3050,Fabolous,Want You Back,Horry,They ain\'t never won no rings but be mad at Horry,Can\'t be like them niggas out here looking fat and gaudy,"Talking \'bout, ”man that nigga don\'t deserve that shit”"
3051,Fabolous,Want You Back,Cali,I flew my shorty in from Cali and she brung OG,And I\'ma spit this dope shit until my tongue OD,She got me chilling in my city but my lungs OT
3052,Fabolous,Want You Back,strip,"In the strip club, you do it for the ratchets",Flirting online hoping shorty don\'t catch it,"Meanwhile, discussing turn into fussing, name calling and cussing"
3053,Fabolous,Want You Back,King Kong,"Hold up, she climb up on it like she King Kong","I'm about to bust, but before I go bang bang","Back and forth on the table, like she ping pong"
3054,Fabolous,Want You Back,Niagara,"She like Niagara, man, fuck your Viagra, woah","She be so wet, feel like you in The Falls, ooh","She make you cum fast and fuck up your swagger, woah"
3055,Fabolous,Want You Back,Brooklyn,"Brooklyn like ""Nah son"", Harlem like ""Yo, B""","All these nigga tryna hit it, even bitches on the low be","It\'s wet like the ocean, with dick like Moby"
3056,Fabolous,Want You Back,Harlem,"Brooklyn like ""Nah son"", Harlem like ""Yo, B""","All these nigga tryna hit it, even bitches on the low be","It\'s wet like the ocean, with dick like Moby"
3057,Fabolous,Want You Back,Trip,Trip to L.A just to hit crustaceans,When you work for me it come with vacation,"Everybody eats, had the krab with the noodles"
3058,Fabolous,Want You Back,L.A,Trip to L.A just to hit crustaceans,When you work for me it come with vacation,"Everybody eats, had the krab with the noodles"
3059,Fabolous,Want You Back,Brooklyn,"I\'m so Brooklyn, I Millie Rock on any block","Gotta ball, we really jocks up in the spot",[Verse 3: Jazzy]
3060,Fabolous,Want You Back,Manhattan,Wet as Hurricane Sandy on the Manhattan streets,Sex in the city on my black satin sheets,Lit a few candles like my power hadn’t reached
3061,Fabolous,Want You Back,London,"London on the balcony, we’re about to smoke another joint","Somethin\' \'bout to alchemy, she don\'t ever disappoint","Miami on the yacht, she pulling on my pistol saying how she love my cock"
3062,Fabolous,Want You Back,Miami,"Miami on the yacht, she pulling on my pistol saying how she love my cock","London on the balcony, we’re about to smoke another joint","Metaphoric bliss, shawty, you’re the shit"
3063,Fabolous,Want You Back,Montreal,"Montreal was our first time, swear pussy just like the first lines","Game like a nigga man, that’s all she ever speak","Scars on my back, she left couple, spent a couple stacks, had her put a couple pair"
3064,Action Bronson,Baby Blue,La,"La, la la la la",[Outro: Chance The Rapper & Zane Lowe],La la la la
3065,Action Bronson,Baby Blue,Adriatic Summers,It\'s Adriatic Summers on a sail boat,And speak six languages in three voices,"Don\'t even try to call, I\'m not available for nothin\'"
3066,Action Bronson,Baby Blue,the West Indies,"Playing frisbee in the West Indies, did the tango with my kidneys",Started running with the stallions,"Eyes open, now I know just who my kids need"
3067,Action Bronson,Baby Blue,Hilton,Woke up naked at the Hilton with a bitch that look like Seal\'s cousin,I had dreams of fuckin\' Keri Hilson in my Duncans,Bite the eel by the dozen (Got to take it for the team)
3068,Action Bronson,Baby Blue,Old Bay,I know your crabs from that Old Bay taste,And lay John Coltrane play with that cocaine face,"The brass band was seven pieces, my bitch\'s name is Peaches"
3069,Action Bronson,Baby Blue,Fla-vor,"Feed me Fla-vor-ices, put the chronic in my lungs","Blow a kiss to my dick, wash my body with the sponge","Tailor me a leather suit, on some Jodeci shit"
3070,Action Bronson,Baby Blue,Boston,All the beans are gettin' Boston baked,"Oh, off the strength, caviar and Porsche taste","On thin ice, I skate across the lake"
3071,Action Bronson,Baby Blue,Fla-vor,"Feed me Fla-vor-ices, put the chronic in my lungs","Blow a kiss to my dick, wash my body with the sponge","Tailor me a leather suit, on some Jodeci shit"
3072,Action Bronson,Baby Blue,Yugoslavia,Her name was Jeta from the former Yugoslavia,"Like ""do you want to have sex?"", well bitch, it\'s obvious",She grew a bush like a baby plant
3073,Action Bronson,Baby Blue,Kosovo,"Ocean avenue, the family straight from Kosovo",Pain within running deeper than the ocean floor,That was years ago mum look how your son has bloomed
3074,Action Bronson,Baby Blue,Schiphol,Tell the pilot land at Schiphol,Tryna do the remix with Pitbull,Play the violin with dimples
3075,Action Bronson,Baby Blue,New York,"New York, I'm like Jeter, light Caesar",Zero to 60 in a Porsche like a cheetah,"No hypebeaster, rock a nice sneaker"
3076,Action Bronson,Baby Blue,Cleveland,Hoe bitches from Cleveland on my dick because I rap,"Greek shit, whole team sick","Fuck it, make it clap"
3077,Action Bronson,Baby Blue,Montauk,"Baby clams from Montauk, mix it up with the linguistics",Addicted but ain't nothing prescripted,Bitch I'm high
3078,Action Bronson,Baby Blue,Queens,Straight from the depths of Queens.,[Verse 1],Leave you sleeping on the mezzanine
3079,Action Bronson,Baby Blue,Philippines,Your life is cheap like a hooker in the Philippines,Let me breathe for a minute please,About to be a huge star and I'm still in Queens
3080,Action Bronson,Baby Blue,Queens,About to be a huge star and I'm still in Queens,Your life is cheap like a hooker in the Philippines,You're on the shelf like a figurine
3081,Action Bronson,Baby Blue,Puerto,Your chance is thin like the moustache of Puerto Ricans,I can’t talk about that though…,Shooting guns with my daughter on the weekend
3082,Action Bronson,Baby Blue,Connecticut,We just flew that shit in from Connecticut,That shit is imported,Motherfuckers is out here spinning stupid shit
3083,Action Bronson,Baby Blue,Albania,Shouts to motherfucking Albania,My name Big Fucking Body,Shouts to East New York
3084,Action Bronson,Baby Blue,Lindenwood,Shouts to Lindenwood,Shouts to East New York,Shouts to motherfucking Flushing
3085,Action Bronson,Baby Blue,Bronx,"Shouts to the motherfucking Bronx, man",Shouts to motherfucking Flushing,"All fucking day I’m out here wiling, man"
3086,Action Bronson,Baby Blue,Nagano,"Been on the honor roll, sculptures of my body out in Nagano","Bronsolino, damn",My shawty features like Madonna-
3087,Action Bronson,Baby Blue,Bosworth,"Ken Caminiti, Bosworth","Straight up lambs on the arm, Giambi lenses",
3088,Action Bronson,Baby Blue,Nagano,"Been on the honor roll, sculptures of my body out in Nagano",[Verse 1: Action Bronson],"My shawty features like Madonna, Lo designer"
3089,Action Bronson,Baby Blue,Galapagos,"Strictly cop and go's, until we laid in the Galapagos",Blam blam a piggie try to put my fam in the can,"Eating tacos, higher than a opera note"
3090,Action Bronson,Baby Blue,Sicily,"Bitch, please, picture me in Sicily",[Verse 2: Roc Marciano],The hard bottoms gators is slippery
3091,Action Bronson,Baby Blue,Carolina,"I hit the diner, the Carolina",Fly designer hoes diggin for gold like a 49er,Pass the lighter to the passenger in the spyder
3092,Action Bronson,Baby Blue,London,"Damn, these ladies love me out in London","Shit, I made this out of nothin'",Laurenivici served the granulated onion
3093,Action Bronson,Baby Blue,Laurenivici,Laurenivici served the granulated onion,"Damn, these ladies love me out in London",My mind is locked in a contaminated dungeon
3094,Action Bronson,Baby Blue,New York City,"New York City, Queens borough be the backdrop","Light Caesar, heavy bearded like I\'m Jesus","I bring it back to all the benches, need a blacktop"
3095,Action Bronson,Baby Blue,Queens,"New York City, Queens borough be the backdrop","Light Caesar, heavy bearded like I\'m Jesus","I bring it back to all the benches, need a blacktop"
3096,Action Bronson,Baby Blue,Corona,"Creep in Corona, bumping Fernando Villalona",The red razor cut the features in your facial,Puffing cheeba in the street by the chimi corner
3097,Action Bronson,Baby Blue,Niagara Falls,"Up in Niagara Falls, make your wifey suck a","Captain of the rap, you talking to papi","Bag of balls, it\'s sick, just like a Magic cough"
3098,Action Bronson,Baby Blue,Cancun,"We in Cancun, fly girly curly","We on the beach, fresh Ceviche",Hair is getting read through
3099,Action Bronson,Baby Blue,the crystal creek,"Fine dining, drink water out the crystal creek","Lift your feet, like when your sister sweeps",Straight from Queens rocking leathers like I'm Mr. Cheeks
3100,Action Bronson,Baby Blue,Queens,Straight from Queens rocking leathers like I'm Mr. Cheeks,"Fine dining, drink water out the crystal creek",
3101,Action Bronson,Baby Blue,Big Bird,"Big Bird, Farrington alumnus","Aqua marine with a popular fiend, uhh","Mouth like a pussy, she gum dick"
3102,Action Bronson,Baby Blue,Queens,"She raised out in Queens, but moved out to Colorado","Georgia Southern, her alma mater","Looney Tunes, Taz on the shirt"
3103,Action Bronson,Baby Blue,Colorado,"She raised out in Queens, but moved out to Colorado","Georgia Southern, her alma mater","Looney Tunes, Taz on the shirt"
3104,Action Bronson,Baby Blue,Cincinnati,"Two jags, Cincinnati Zubaz","Fuck swag, got pizzazz","Du rag, Bay Terrace pool pass"
3105,Action Bronson,Baby Blue,Bay Terrace,"Du rag, Bay Terrace pool pass","Two jags, Cincinnati Zubaz","Talked to Skip, schooled me on the ponies"
3106,Action Bronson,Baby Blue,Tonys,Next year catch me posing at the Tonys,"Talked to Skip, schooled me on the ponies",Folding paper wilding at the OTB
3107,Action Bronson,Baby Blue,Venice,"The rap Dennis the Menace with Dennis Rodman's in Venice, inventive",Hit it with the comb again,She took a bump and started dancing like Elaine Benes
3108,Action Bronson,Baby Blue,Dublin,Land in Dublin,Direct descendent in the blue and orange Lexus watching ‘Se7en',Pull me in the room and ask if its resin
3109,Action Bronson,Baby Blue,Philippines,Now I need a Sidney Dean to help me start this brothel in the Philippines,I play ball like Billy Hoyle,I stay in Flushing like I’m Dillon Gee
3110,50 Cent,Baby Blue,L.A.,"In the hood in L.A. they sayin\', ""50, you hot"" (Uh-huh)","Been hit with a few shells, but I don\'t walk with a limp (I\'m aight)","They like me, I want \'em to love me like they love Pac"
3111,50 Cent,Baby Blue,New York,"But holla in New York, the niggas\'ll tell you I\'m loco (Yeah)","They like me, I want \'em to love me like they love Pac",And the plan is to put the rap game in a chokehold (Uh-huh)
3112,50 Cent,Baby Blue,mil\,Got a mil\' out the deal and I\'m still on the grind (Woo),"I\'m fully focused, man, my money on my mind","Now Shorty said she feelin\' my style, she feelin\' my flow (Uh-huh)"
3113,50 Cent,Baby Blue,New York City,New York City,"G-Unit195Embed', ""21 Questions Lyrics[Intro: 50 Cent]",You are now rockin'
3114,50 Cent,Baby Blue,\'94,"Snoop said this in \'94, ""We don\'t love them hoes""",I\'m down to sell records but not my soul,"I got pennies for my thoughts, now I\'m rich"
3115,50 Cent,Baby Blue,Ramada,A hour later have that ass up in the Ramada,"I spit a little G, man, and my game got her",Them trick niggas in her ear sayin\' they think about her
3116,50 Cent,Baby Blue,New York,"She from the country, think she like me \'cause I\'m from New York","She like my style, she like my smile, she like the way I talk",I ain\'t that nigga tryna holla \'cause I want some head
3117,50 Cent,Baby Blue,Payless,She got on Payless; me? I got on gator shoes,I holla at a ho \'til I got a bitch confused,"I\'m shoppin\' for chinchillas in the summer, they cheaper"
3118,50 Cent,Baby Blue,Hollywood,"Yeah, in Hollywood they say, ""There\'s no b\'ness like show b\'ness""",[Outro],"In the hood they say, ""There\'s no b\'ness like ho b\'ness"", you know?"
3119,50 Cent,Baby Blue,There\,There\'s no place to go,Makes me wanna run away,No place to go
3120,50 Cent,Baby Blue,There\,There\'s no place to go,Makes me wanna run away,No place to go
3121,50 Cent,Baby Blue,There\,There\'s no place to go,Makes me wanna run away,No place to go
3122,50 Cent,Baby Blue,There\,There\'s no place to go,Makes me wanna run away,No place to go
3123,50 Cent,Baby Blue,T.V,All the light in the room from the T.V,While she make a bankroll easy,We gettin' it on then I'm gone
3124,50 Cent,Baby Blue,Southside,"I’m a Southside nigga, yeah I’m ‘bout mine",Worse than the scum in the slum I’m from,You be that next nigga coroners come outline
3125,50 Cent,Baby Blue,Maury,"She call me daddy too, we should be on Maury","Oops, that's your baby, my bad, I'm sorry","Everything you aren't, fly nigga soaring"
3126,50 Cent,Baby Blue,New York,That's the swagger you come with when you come from New York,And if I'm focused while I'm strokin I could change how you walk,I'm a hustler I just hustle in the things that I bought
3127,Immortal Technique,Baby Blue,There\,There\'s no diversity because we\'re burnin\' in the melting pot,Devils used to be God\'s angels that fell from the top,
3128,Immortal Technique,Baby Blue,There\,There\'s no diversity because we\'re burnin\' in the melting pot,Devils used to be God\'s angels that fell from the top,
3129,Immortal Technique,Baby Blue,There\,There\'s no diversity because we\'re burnin\' in the melting pot,And you\'ll be one of God\'s children that fell from the top,"So when the Devil wants to dance with you, you better say never"
3130,Immortal Technique,Baby Blue,Antarctica,"Like children walkin\' through Antarctica, butt-naked169Embed', 'You Never Know Lyrics[Verse 1: Immortal Technique]","Face it, you’re too basic, you’re never gonna make it",She was on her way to becomin\' a college graduate
3131,Immortal Technique,Baby Blue,New York,Relatively well-known around the New York underground,"Fuckin\' lots of different women, but I still felt alone",But I kept thinkin\' of her and how we used to be down
3132,Immortal Technique,Baby Blue,Paradise,Promise that you\'ll meet me in Paradise inevitably,I cried in the hospital because there was no one else but you,"No matter what, I\'ll keep your love forever with me."""
3133,Immortal Technique,Baby Blue,Earth,"The comet that killed the dinosaurs, changin' the Earth",Malcolm Little when he knelt before Elijah Muhammad,"They love to criticize, they always say I change for the worse"
3134,Immortal Technique,Baby Blue,Jerusalem,"The Templar Knights when they took Jerusalem, nigga","Like prescription pills when you misusin' 'em, nigga",And figured out what was buried under Solomon's Temple
3135,Immortal Technique,Baby Blue,Africa,The kingdoms of Africa and Mesopotamia,Human beings killin' monkeys to conquer the planet,Machine-gunnin' your body with depleted uranium
3136,Immortal Technique,Baby Blue,Earth,"It rains acid, one day the Earth will cry from a stone",When you don't even got the fuckin' heart to die for your own?,"And you'll be lookin' at the world, livin' inside of a dome"
3137,Immortal Technique,Baby Blue,Havana,"Run through Little Havana, yellin\', ""¡Viva Fidel!""","I\'m obnoxious, motherfucker, can\'t you tell?",Jerkin\' off with the sheets when I stay at hotels
3138,Immortal Technique,Baby Blue,Puerto,And Puerto-Rican chicks tell me that I fuck like I\'m loco,Payback for every time that they called me a spic,"And Dominican women call me the ""Rompe Toto"""
3139,Immortal Technique,Baby Blue,Harlem,"Ha-ha-ha, Harlem, woah!13Embed', ""The 4th Branch Lyrics[Intro]","Yeah, foul play nigga",The new age is upon us
3140,Immortal Technique,Baby Blue,Iran,When you gave him those chemical weapons to go to war with Iran,"They bombed innocent people, tryna murder Saddam",This is the information that they hold back from Peter Jennings
3141,Immortal Technique,Baby Blue,Nicaragua,El Savador and the Contras in Nicaragua,"Human rights violations, we continue the saga","And on top of that, you still want to take me to prison"
3142,Immortal Technique,Baby Blue,Jenin,"Or the massacres in Jenin, the innocent screams",And they refuse to even mention European intervention,US-manufactured missiles and M16s
3143,Immortal Technique,Baby Blue,US,US-manufactured missiles and M16s,"Or the massacres in Jenin, the innocent screams",Weapon contracts and corrupted American dreams
3144,Immortal Technique,Baby Blue,the Middle East,'Cause you fucked the Middle East and gave birth to a demon,And the world doesn't believe that you fightin' for freedom,It's open season with the CIA buggin' my crib
3145,Immortal Technique,Baby Blue,Harlem,"Broadcasting live from Harlem, New York (Yeah)","Revolutionary Vol. 2, yeah",Let the truth be known
3146,Immortal Technique,Baby Blue,New York,"Broadcasting live from Harlem, New York (Yeah)","Revolutionary Vol. 2, yeah",Let the truth be known
3147,Immortal Technique,Baby Blue,United States,'Cause the United States sponsored the rise of the Third Reich,The way the government downplays historical facts,Just like the CIA trained terrorists how to fight
3148,Immortal Technique,Baby Blue,America,But you act like America wouldn't destroy two buildings,'Cause subliminal bigotry makes you hate my politics,In a country that was sponsoring bombs dropped on our children
3149,Immortal Technique,Baby Blue,Iraq,"Without 9/11, you couldn't have a war in Iraq","And as a matter of fact, Rumsfeld, now that I think back",Or a defense budget of world conquest proportions
3150,Immortal Technique,Baby Blue,Afghanistan,About building your pipelines through Afghanistan,"And Dick Cheney, you fuckin' leech, tell ‘em your plans",And how Israeli troops trained the Taliban in Pakistan
3151,Immortal Technique,Baby Blue,Pakistan,And how Israeli troops trained the Taliban in Pakistan,About building your pipelines through Afghanistan,"You might have some house niggas fooled, but I understand"
3152,Immortal Technique,Baby Blue,Vegas,And since life's a gamble like the craps tables at Vegas,And shake your body like a baby born addicted to crack,"I freestyle my destiny, it's not written in pages"
3153,Immortal Technique,Baby Blue,Egypt,"This is the exodus, like the black Jews out of Egypt",Painfully I discovered the shit they kept a secret,I keep it reality based with the music I make
3154,Immortal Technique,Baby Blue,Columbus,I'm like the Africans who came here before Columbus,Like the Navy missile that shot down Flight 800,And from the 1500s until after the morrow
3155,Immortal Technique,Baby Blue,Latin America,I watched Latin America get raped in the sorrow,And from the 1500s until after the morrow,"You see, the Spaniards never left después de Colon"
3156,Immortal Technique,Baby Blue,North Korea,"I'll do a free show in North Korea, burnin' the flag",I burn slow like pissin' drunk with gonorrhea,While J. Edgar Hoover politicians dress up in drag
