,Artist,Song Name,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
2741,Beastie Boys,The Most Beautifullest Thing In This World,Brooklyn,No (no) sleep (sleep) till Brooklyn (Brooklyn),No (no) sleep (sleep) till Brooklyn (Brooklyn),"No (no) sleep (sleep) till Brooklyn (Brooklyn)14Embed"", 'Fight for Your Right Lyrics[Intro]","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
2742,Beastie Boys,The Most Beautifullest Thing In This World,Brooklyn,"No (no) sleep (sleep) till Brooklyn (Brooklyn)14Embed"", 'Fight for Your Right Lyrics[Intro]",No (no) sleep (sleep) till Brooklyn (Brooklyn),Yeah!,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
2744,Beastie Boys,The Most Beautifullest Thing In This World,Manhattan,You\'re from Secaucus—I\'m from Manhattan,"Went into your locker, and I smashed your glasses",You\'re jealous of me because your girlfriend is cattin\',"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2745,Beastie Boys,The Most Beautifullest Thing In This World,Brooklyn,"Brooklyn, ho","Ho, ho, ho, ho, ho, ho...","Ho, ho, ho, ho, ho...9Embed', ""Sure Shot Lyrics[Intro]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2748,Beastie Boys,The Most Beautifullest Thing In This World,Brooklyn,"I got a castle in Brooklyn, that\'s where I dwell","I drink Brass Monkey, and I rock well",,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
2750,Beastie Boys,The Most Beautifullest Thing In This World,Manhattan,"Well I'm from Manhattan, MCA's from Brooklyn",[Ad-Rock],"Yeah, MCA, your shit be cookin'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2751,Beastie Boys,The Most Beautifullest Thing In This World,Brooklyn,"Well I'm from Manhattan, MCA's from Brooklyn",[Ad-Rock],"Yeah, MCA, your shit be cookin'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2753,Beastie Boys,The Most Beautifullest Thing In This World,Jamaica,Got more rhymes than Jamaica got mango,"The Patty Duke Show, the Wrench, and then I bust the Tango",I got the peg leg at the end of my stump-a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2755,Beastie Boys,The Most Beautifullest Thing In This World,Manhattan,"From downtown, Manhattan, the Village","Is your name Michael Diamond? No, mine\'s Clarence","My style is wild, and you know that it still is","{'neg': 0.208, 'neu': 0.566, 'pos': 0.226, 'compound': 0.0516}",0.226,0.208,0.566,0.0516
2757,Beastie Boys,The Most Beautifullest Thing In This World,Earth,Now the dregs of the Earth and the eggs that I eat,An emcee to a degree that you can\'t get in college,I\'ve got pegs through my hands and one through my feet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2760,Akon,The Most Beautifullest Thing In This World,Jersey,Black Royals holdin\' down Jersey (Jersey),"Yeah, Akon, Weezy (Jeezy!)",Devine making sure we getting it up front,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.3595}",0.454,0.0,0.546,0.3595
2761,Akon,The Most Beautifullest Thing In This World,Jersey,Black Royals holdin\' down Jersey (Jersey),"Yeah, Akon, Weezy (Jeezy!)",Devine making sure we getting it up front,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.3595}",0.454,0.0,0.546,0.3595
2764,Akon,The Most Beautifullest Thing In This World,South,Then I figured out licks went for twenty down South,"She was forced to kick me out, no doubt",Packed up my tools for my raw power move,"{'neg': 0.562, 'neu': 0.438, 'pos': 0.0, 'compound': -0.7717}",0.0,0.562,0.438,-0.7717
2766,Akon,The Most Beautifullest Thing In This World,New York,"For an assault, that I caught, in Bridgeport, New York",Smoking mad Newport's cause I'm due in court,Catch me if you can like the Gingerbread Man,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}",0.0,0.314,0.686,-0.4939
2768,Akon,The Most Beautifullest Thing In This World,Hollywood,With a Hollywood ho with lips like Angelina (lips like Angelina),Money to blow so I'm ridin 'round with that Nina (ride 'round with that Nina),My diamonds talk for me they say how can I meet ya? (how can I meet ya?),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2770,Akon,The Most Beautifullest Thing In This World,Hollywood,With a Hollywood ho with lips like Angelina (lips like Angelina),Money to blow so I'm ridin 'round with that Nina (ride 'round with that Nina),My diamonds talk for me they say how can I meet ya? (how can I meet ya?),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2776,Necro,I Need Drugs,New York,New York is full of transvestites in coats,Your windpipe is choked,Helpless wenches controlled and sacrificing goats,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",0.0,0.508,0.492,-0.4767
2777,Necro,I Need Drugs,Philly,"Philly soundtrack, Abel Ferrara","50 deuce, park side killer, blade sharpeners","I will catch a fucking homicide, lay 'em, whoever","{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.6486}",0.0,0.417,0.583,-0.6486
2778,Necro,I Need Drugs,America,America rubs its pussy to dead children,But you didn't come here for knowledge and wisdom,"Truth, no modesty, no apology, odium","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.6808}",0.365,0.0,0.635,0.6808
2784,Necro,I Need Drugs,Brooklyn,Your pussy is like a spot in Brooklyn,You should use your body for hooking,New York is full of vagina predators,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2785,Necro,I Need Drugs,New York,New York is full of vagina predators,Your pussy is like a spot in Brooklyn,For fetishes for sluts with pedicures,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
2786,Necro,I Need Drugs,Hollywood,Ya ain't to famous on Hollywood boulevard,Pull a gun out on a star,Ya get run over by a car,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",0.0,0.375,0.625,-0.34
2787,Necro,I Need Drugs,Harlem,"Hell up in Harlem, you made me pop your fucking eye out for Charlie M",Rep it like Dutch Schultz did kid,"Turned you into roadkill, told the prosecutor, “Don’t make a mountain from a molehill.”","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
2788,Rakim,Fuckin’ Problems,Atlanta,"Vacay'd in Atlanta, then she goin' back to Cali (Mmm)","Say she from the hood but she live inside in the valley, now","Got your girl on my line, world on my line","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2789,Rakim,Fuckin’ Problems,Cali,"Vacay'd in Atlanta, then she goin' back to Cali (Mmm)","Say she from the hood but she live inside in the valley, now","Got your girl on my line, world on my line","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2791,Rakim,Fuckin’ Problems,Roc,And I\'m thinkin\' \'bout signin\' to the Roc,Just got back to the block from a 6 o\'clock with Jigga,But my niggas on the block still assigned to the rocks,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",0.0,0.244,0.756,-0.4404
2794,Rakim,Fuckin’ Problems,Earth,"Dick so big, it\'s like from Earth to Venus","Ho, I\'m the meanest","That molly got me nauseous, aw, shit, no off switch","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2801,Rakim,Fuckin’ Problems,Harlem,"I be that pretty mothafucka, Harlem's what I'm reppin'",[Verse 1],"Tell my niggas quit the bitchin', we gon' make it in a second","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2802,Rakim,Fuckin’ Problems,Harlem,"Import, export, Harlem catching rec still","Inhale, exhale, cocaine, X pills","So mami, show me how that neck feel (Feel)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2803,Rakim,Fuckin’ Problems,Hollywood,It started in Hollywood,[Chorus],Dreamin\' of sharin\' love,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2804,Rakim,Fuckin’ Problems,Hollywood,It started in Hollywood,[Chorus],"Duh, duh-duh","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2809,Rakim,Fuckin’ Problems,Harlem,Come to Harlem if you never seen Baghdad,One you be with be the one to shoot at ya in a minute,First place I seen a nigga sell crack at,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",0.0,0.167,0.833,-0.34
2814,Rakim,Fuckin’ Problems,New York,I put New York on the map,I put A$AP on my tat,I put the gang on the flames,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2815,Big Pun,Fuckin’ Problems,Earth,I rub your face off the Earth and curse your family\'s children,[Verse 3: Big Pun],"Like Amityville, and drill the nerves in your cavity fillin\'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2817,Big Pun,Fuckin’ Problems,New York,"Plus, I\'m the crime boss of New York","Boogie Down major like Nine, I bust mine every time","Where we taught to walk the walk, all my niggas carry chalk","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.238,0.0,0.762,0.3612
2820,Big Pun,Fuckin’ Problems,morena,"Boricua, morena",[Outro: Joe],"Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2821,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2822,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2823,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2824,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2825,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena",No more rollin\' with an entourage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2826,Big Pun,Fuckin’ Problems,morena,"Boricua, morena",Joe and Big Punisher,"Boricua, morena","{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}",0.0,0.492,0.508,-0.4404
2827,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2828,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2829,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2830,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2831,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2832,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2833,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2834,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2835,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2836,Big Pun,Fuckin’ Problems,morena,"Boricua, morena","Boricua, morena","Boricua, morena35Embed', ""Beware Lyrics[Chorus: Prodigy sample]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2840,Big Pun,Fuckin’ Problems,Miami,"Catch us at the bar-de-bar-de-bars, strip bars in Miami","Rollin\' with the Squad, we like Gods",Almost came home with the Grammy,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
2843,Big Pun,Fuckin’ Problems,Bronx,"It's the Bronx of course, recognize the accent",Then I'll stomp your corpse,One of the last livin' still-in-action general assassins,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.5719}",0.0,0.481,0.519,-0.5719
2844,Big Pun,Fuckin’ Problems,New York,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2845,Big Pun,Fuckin’ Problems,Cali,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2846,Big Pun,Fuckin’ Problems,East,Won't even talk that East or West crap,Mark you for death,From Watts to LeFrak,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",0.0,0.565,0.435,-0.5994
2847,Big Pun,Fuckin’ Problems,New York,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2848,Big Pun,Fuckin’ Problems,Cali,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2849,Big Pun,Fuckin’ Problems,East,Won't even talk that East or West crap,Mark you for death,From Watts to LeFrak,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",0.0,0.565,0.435,-0.5994
2850,Big Pun,Fuckin’ Problems,New York,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2851,Big Pun,Fuckin’ Problems,Cali,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2852,Big Pun,Fuckin’ Problems,East,Won't even talk that East or West crap,Mark you for death,From Watts to LeFrak,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",0.0,0.565,0.435,-0.5994
2854,Big Pun,Fuckin’ Problems,New York,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2855,Big Pun,Fuckin’ Problems,Cali,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2856,Big Pun,Fuckin’ Problems,East,Won't even talk that East or West crap,Mark you for death,From Watts to LeFrak,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",0.0,0.565,0.435,-0.5994
2857,Big Pun,Fuckin’ Problems,New York,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2858,Big Pun,Fuckin’ Problems,Cali,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}",0.301,0.0,0.699,0.5334
2859,Big Pun,Fuckin’ Problems,East,Won't even talk that East or West crap,Mark you for death,From Watts to LeFrak,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",0.0,0.565,0.435,-0.5994
2860,Big Pun,Fuckin’ Problems,East Coast,"Ayo, peace Roots, East Coast niggas reppin' the streets most",[Verse 3: Big Pun & Black Thought],"With heat, toast, and keep close more Phillies than Pete Rose","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2862,Big Pun,Fuckin’ Problems,Earth,"Make his whole body jerk back, watch the Earth crack",Hit him with a thousand pounds of pressure per slap,Hand him his purse back,"{'neg': 0.204, 'neu': 0.648, 'pos': 0.148, 'compound': -0.1531}",0.148,0.204,0.648,-0.1531
2863,Big Pun,Fuckin’ Problems,Montana,"It\'s Big Pun, the one and only son of Tony Montana","Packin\' the ones; Magnums, cannons and Gatling guns",You ain\'t promised mañana in the rotten manzana,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2866,Big Pun,Fuckin’ Problems,New York,"Takin\' New York cats past the stars, first it was Nasty Nas","Razor-sharp, futuristic raps: state of the art",Now watch me turn a Apple into Macintosh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2867,Big Pun,Fuckin’ Problems,Bronx,"Nights when I storm, snipin\' your moms right from the Bronx","Invitin\' the comp, ice on the arm","Mic in the palm, it\'s the ghetto god","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2868,Big Pun,Fuckin’ Problems,Earth,War with me and you guaranteed to leave the Earth,"Truth first, Terror Squad: shoot first","I\'m dressed to kill, my niggas rep for real","{'neg': 0.523, 'neu': 0.27, 'pos': 0.207, 'compound': -0.5423}",0.207,0.523,0.27,-0.5423
2869,Big Pun,Fuckin’ Problems,Queens,"We come from Kings and Queens, people with dreams, Gods and Earths","Totin' the llello for life, the rightful heir to the throne","For what it's worth, we benefit the Earth with infinite worth","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2871,Big Pun,Fuckin’ Problems,Earth,"For what it's worth, we benefit the Earth with infinite worth","We come from Kings and Queens, people with dreams, Gods and Earths","First it's turnin' tables, open our own labels","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.197,0.0,0.803,0.4019
2872,Big Pun,Fuckin’ Problems,Queens,"We come from Kings and Queens, people with dreams, Gods and Earths",Totin' the llello for life the rightful heir to the throne,"For what it's worth, we benefit the Earth with infinite worth","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2874,Big Pun,Fuckin’ Problems,Earth,"For what it's worth, we benefit the Earth with infinite worth","We come from Kings and Queens, people with dreams, Gods and Earths","First it's turnin' tables, open our own labels","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.197,0.0,0.803,0.4019
2875,Big Pun,Fuckin’ Problems,Atlanta,"Yeah, I want the glamour, laid up with cheese and trees in Atlanta","It's no surprise, but do or die if you want the glamour",While Cuban's smoked out like Ronald Isley with Havanas,"{'neg': 0.323, 'neu': 0.325, 'pos': 0.353, 'compound': -0.09}",0.353,0.323,0.325,-0.09
2885,Big Pun,Fuckin’ Problems,New York,"Time to expand, New York to Chicago, Colorado","With peace of mind, turn the key and shine without being dimed",You know my motto: Clock G\'s and rock keys like Drago,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5423}",0.241,0.0,0.759,0.5423
2886,Big Pun,Fuckin’ Problems,Chicago,"Time to expand, New York to Chicago, Colorado","With peace of mind, turn the key and shine without being dimed",You know my motto: Clock G\'s and rock keys like Drago,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5423}",0.241,0.0,0.759,0.5423
2888,Big Pun,Fuckin’ Problems,Bronx,Boomerang - plan to come back like Bronx rap,Rock bottom struck and threw my world off its axis,Storm like the Redcoats through anything in my path,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.25}",0.0,0.182,0.818,-0.25
2892,Big Pun,Fuckin’ Problems,Bronx,Boomerang - plan to come back like Bronx rap,Rock bottom struck and threw my world off its axis,Storm like the Redcoats through anything in my path,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.25}",0.0,0.182,0.818,-0.25
2893,Big Pun,Fuckin’ Problems,Earth,"I was the luckiest man on Earth, my wisdom was worth","First, you shining like sterling, then you broke like brick in Berlin19Embed', ""Punish Me Lyrics[Verse 1: Big Pun]",Any purse but had a curse that hurt worse than giving birth,"{'neg': 0.246, 'neu': 0.556, 'pos': 0.198, 'compound': -0.296}",0.198,0.246,0.556,-0.296
2894,Big Pun,Fuckin’ Problems,Queens,"Not the one in Queens, I mean the one she dreaming wasn't sober",She got too big for her britches but The Bridge is Over,"Told her how I felt, gassed me when she cried for help","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2896,Big Pun,Fuckin’ Problems,Bronx,"Prodigy, Deck and me, QB (""Shaolin"") and Bronx trilogy","Yo, Big Punisher\'s ready","Lyrically hazardous for your wealth, swing on your world\'s piece","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.455,0.0,0.545,0.3612
2898,Big Pun,Fuckin’ Problems,New York,"I represent, I meant to be the king of New York","Cause if doesn't make dollars, then it doesn't make sense",Went from living in tenements to a penthouse resort,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2899,Big Pun,Fuckin’ Problems,Bronx,"A living legend from the Bronx, second to none, unless it's Pun",Sitting on top of the world like the sun,[Chorus: Big Pun],"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5106}",0.381,0.0,0.619,0.5106
2906,A$AP Ferg,Plain Jane (Remix),Harlem,I attended Harlem picnics where you risked your life,"I'ma start killin' niggas, how you get that trife?","Uncle used to skim work, sellin' nicks at night","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",0.0,0.231,0.769,-0.34
2907,A$AP Ferg,Plain Jane (Remix),Harlem,"Suck a nigga dick or somethin' (You already know, Harlem)",Suck a nigga dick or somethin' (Yeah),Suck a nigga dick or somethin' (Queens),"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.7351}",0.0,0.608,0.392,-0.7351
2917,A$AP Ferg,Plain Jane (Remix),Earth,So much work he\'ll smoke up the Earth,ScHoolboy Q with a pound of the purp,"Polo Ground, A$AP World","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2918,A$AP Ferg,Plain Jane (Remix),Montana,[Verse 2: French Montana],"Polo Ground, A$AP World",(Haaan!) That ain\'t Kanye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2919,A$AP Ferg,Plain Jane (Remix),Montana,"That\'s Montana, loose cannon",(Haaan!) That ain\'t Kanye,"He shot me, so I had to do it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2923,A$AP Ferg,Plain Jane (Remix),Jamaica,"I do this for them shottas, Jamaica, I\'m your brother","I said I do this for them shottas, Trinidad, I love ya",I know a bitch from VI,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.344,0.0,0.656,0.6369
2929,A$AP Ferg,Plain Jane (Remix),Earth,Back to the lab with mother Earth,Turn your backseat to a hearse,Had to give Young Ferg a verse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2932,A$AP Ferg,Plain Jane (Remix),Harlem,I attended Harlem picnics where you risked your life,"I'ma start killin' niggas, how you get that trife?","Uncle used to skim work, sellin' nicks at night","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",0.0,0.231,0.769,-0.34
2933,A$AP Ferg,Plain Jane (Remix),Jersey,Put 'em in a Jersey shore like Pauly D,Rappers talk subliminal but they don't talk to me,[Chorus],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2937,A$AP Ferg,Plain Jane (Remix),East Coast,"All my niggas put in work (Wow)48Embed"", 'East Coast REMIX Lyrics[Intro: A$AP Ferg & Busta Rhymes]",Chain with the new bezel (Bought me some new bezels),"Run it up, run it up, run it up, run it up (Remix)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2938,A$AP Ferg,Plain Jane (Remix),East Coast,"This that East Coast, motherfucker",All of you niggas get burnt when the gun is up,"Call me ""Mr. East Coast,"" motherfucker","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.5859}",0.0,0.348,0.652,-0.5859
2939,A$AP Ferg,Plain Jane (Remix),East Coast,"Call me ""Mr. East Coast,"" motherfucker","This that East Coast, motherfucker","Let me give them a friendly reminder real quick, yo","{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.6808}",0.0,0.535,0.465,-0.6808
2940,A$AP Ferg,Plain Jane (Remix),East Coast,"East Coast, nigga!","Let her swallow, niggas know we\'re in the house (Trey-fifth)",[Verse 2: A$AP Ferg],"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
2941,A$AP Ferg,Plain Jane (Remix),New York,"New York, New York, uh, 1-4-3rd",Do you know that I come from where the toast burn?,"On Hungry Ham, up on the corner","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
