,Artist,Song Name,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
653,Kurtis Blow,Basketball,L.A.,BAD: Like an L.A. cruiser,MEAN: Like a three-time loser,DOWN: Like a limousine,"{'neg': 0.43, 'neu': 0.253, 'pos': 0.316, 'compound': -0.2263}",0.316,0.43,0.253,-0.2263
661,Cormega,Beautiful Mind,Jamaica,Tell my nigga Nut his man Bass is here from Jamaica,Anyway I heard Black Jay was getting paper,I was holding down the fort at four Atherton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
665,Cormega,Beautiful Mind,Montana,"For real the Real Deal, Montana, drama for short",I fucked his ass up like a Holyfield (just like that son),"Of course, yeah, the fucking boss","{'neg': 0.418, 'neu': 0.317, 'pos': 0.265, 'compound': -0.5994}",0.265,0.418,0.317,-0.5994
666,Cormega,Beautiful Mind,La,"It\'s over La, I don\'t even know why you even won\'t try to come at me",He took one punch to the face and just dropped,This is Cor motherfuckin Mega yo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
669,Cormega,Beautiful Mind,Montana,"[Hook: Cormega]Embed"", ""Tony/Montana Lyrics[Verse 1: Ghostface Killah]","Like the Bible said, Jesus had napped hair","I play hard for nine innings, dressed in fine linen","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
670,Kool G Rap,Beautiful Mind,New York,"Distribution, New York, to Chicago, L.A","[""Fast Life LyricsThe time has come, we gotta expand, the whole operation","We gotta set our own market, and enforce it","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.173,0.0,0.827,0.3182
671,Kool G Rap,Beautiful Mind,Chicago,"Distribution, New York, to Chicago, L.A","[""Fast Life LyricsThe time has come, we gotta expand, the whole operation","We gotta set our own market, and enforce it","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.173,0.0,0.827,0.3182
674,Kool G Rap,Beautiful Mind,Queens,A team from outta Queens with the American Dream,"Everywhere we go, people know who we are",So we're plottin' up a scheme to get the seven-figure cream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
675,Kool G Rap,Beautiful Mind,Queens,A team from outta Queens with the American Dream,"Everywhere we go, people know who we are",So we're plottin' up a scheme to get the seven-figure cream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
679,Kool G Rap,Beautiful Mind,Queens,A team from outta Queens with the American Dream,"Everywhere we go, people know who we are",So we're plottin' up a scheme to get the seven-figure cream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
680,Kool G Rap,Beautiful Mind,Queens,A team from outta Queens with the American Dream,"Everywhere we go, people know who we are","So we're plottin' up a scheme to get the seven-figure cream10Embed"", 'Hey Mister Mister Lyrics[Kool G. Rap]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
682,Kool G Rap,Beautiful Mind,Miami,"Her name is Tammy, got a beach house in Miami",Millions inside Swiss bank accounts,Rides around with a small jammy in her silk and satin panties,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
683,Kool G Rap,Beautiful Mind,New York City,She's pretty under the New York City bright lights,"Diamond earrings hang and dangle, gettin' money from all angles","And real late, way after midnight, I hit it 'cause the slit's tight","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.211,0.0,0.789,0.34
687,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul","[Production by T-Ray]2Embed"", 'Executioner Style Lyrics[Intro]","Comin\' straight off the sidewalks of New York, a nigga livin\' foul","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
688,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul","Comin\' straight off the sidewalks of New York, a nigga livin\' foul",,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}",0.16,0.0,0.84,0.2263
689,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul",[Hook],"""I kill \'em executioner style""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
690,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul","""I kill \'em executioner style""","""I kill \'em executioner style""","{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",0.0,0.54,0.46,-0.6908
693,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul",[Hook],"""I kill \'em executioner style""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
694,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul","""I kill \'em executioner style""","""I kill \'em executioner style""","{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",0.0,0.54,0.46,-0.6908
695,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul",[Hook],"""I kill \'em executioner style""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
696,Kool G Rap,Beautiful Mind,New York,"Comin\' straight off the sidewalks of New York, a nigga livin\' foul","""I kill \'em executioner style""","""I kill \'em executioner style""1Embed', 'Blowin’ Up in the World Lyrics[Production by Buckwild]","{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",0.0,0.54,0.46,-0.6908
697,Kool G Rap,Beautiful Mind,Jamaica,"It's Big 1 son, Jamaica Queens is the turf",[Verse 1: B1],And I'mma exploit heaven and earth for what it's worth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
699,Kool G Rap,Beautiful Mind,Miami,"Hundred dollar bottles of chammy, condos in Miami","Looking spanked brothers think, got loot like I'm doin' banks",Front row seats up at the Grammy's,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.217,0.0,0.783,0.3612
700,Kool G Rap,Beautiful Mind,New York,"New York, New York, the city that never sleeps",[Verse 1: Kool G. Rap],"Bodies, covered in white sheets, are layin in the streets","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
701,Kool G Rap,Beautiful Mind,New York,"New York, New York, the city that never sleeps",[Verse 1: Kool G. Rap],"Bodies, covered in white sheets, are layin in the streets","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
703,Kool G Rap,Beautiful Mind,Brooklyn,"Died at the age of 17, Brooklyn East New York legend","So to my shorty dog, Puzzle, I\'m pledgin\'",[Hook],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
704,Kool G Rap,Beautiful Mind,New York,"Died at the age of 17, Brooklyn East New York legend","So to my shorty dog, Puzzle, I\'m pledgin\'",[Hook],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
706,Kool G Rap,Beautiful Mind,Hollywood,"It\'s like some shit, straight out of a Hollywood flick","Crib way out in the sticks, they house lookin\' slick","Me and my clique, met the chick up at Saint Nicks","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
709,Kool G Rap,Beautiful Mind,Manhattan,"Met on a Manhattan street, body petite, fat in the cheeks",As I was speakin\' to this half black/latin freak,"I was gettin\' open, started, laughin\' and jokin\'","{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.0,0.293,0.707,-0.4404
715,Kool G Rap,Beautiful Mind,Montana,I analyze guys with Montana eyes,Put the G on,And vandalize any man alive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
716,Kool G Rap,Beautiful Mind,Brooklyn,Brooklyn-Queens connection,Yeah... it\'s 2G,"Y\'all bout to feel somethin\', y\'all never felt before","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
717,Kool G Rap,Beautiful Mind,Brooklyn,Brooklyn and Queens connect get down fatal,Chains hangin\' down to the navel,Hold the four-pound stable,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
719,De La Soul,Beautiful Mind,East,Be some brothers from the East with them beats that be thorough,The instamatic focal point bringin\' damage to your borough,"Got the solar gravitation, so I\'m bound to pull it","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}",0.0,0.286,0.714,-0.4939
722,De La Soul,Beautiful Mind,There\,"There\'s Harry, Dick, and Tom, with a demo in his palm",Or should I say a flock \'cause around every block,Now I\'m with helping those who want to help themselves,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.0,0.293,0.707,-0.4404
727,De La Soul,Beautiful Mind,Chicago,"Gettin\' it hot, like the Chicago streets",Gon\' do it like this,,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.385,0.0,0.615,0.3612
728,De La Soul,Beautiful Mind,South,"Makin\' moves down South, to avoid the chaos","Much too complex, EFX/effects be live like Das","And never, flaunt the coin \'cause dime-getters be gazin\'","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
729,De La Soul,Beautiful Mind,Earth,"Walk around the planet Earth, makin\' money, havin\' fun","Well, I\'m the P-L-U, the G-to-the-One","Uh, and I\'m the C-to-the-O, double-M-O-N","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
730,De La Soul,Beautiful Mind,Earth,"Walk around the planet Earth, makin\' money, havin\' fun","Well, I\'m the P-L-U, the G-to-the-One","Walk around the planet Earth, makin\' money, havin\' fun","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
731,De La Soul,Beautiful Mind,Earth,"Walk around the planet Earth, makin\' money, havin\' fun","Walk around the planet Earth, makin\' money, havin\' fun","Walk around the planet Earth, makin\' money, havin\' fun","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.292,0.0,0.708,0.5106
732,De La Soul,Beautiful Mind,Earth,"Walk around the planet Earth, makin\' money, havin\' fun","Walk around the planet Earth, makin\' money, havin\' fun",,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.292,0.0,0.708,0.5106
733,De La Soul,Beautiful Mind,New York,Droppin\' more knowledge than litter on the New York pave\',I\'m the most from the coast of the Eastern flav\',"It\'s me, Wonder Why, in the place to be","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
734,De La Soul,Beautiful Mind,Earth,"Walk around the planet Earth, makin\' money, havin\' fun","Well, I\'m the P-L-U, the G-to-the-One","Yeah, and I\'m the C-to-the-O, double-M-O-N","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
736,De La Soul,Beautiful Mind,Chicago,"That\'s how we do it, all the way from Strong Island to Chicago","Like triple it, aight",The type of freestyler flow,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.455,0.0,0.545,0.3612
737,De La Soul,Beautiful Mind,the East Coast,I be a piece of the East Coast,"Let me tell you a little somethin\' about the Self (Tell \'em, Self)",So give a toast to Plug Wonder Why,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
748,Black Moon,Beautiful Mind,Brooklyn,"Straight from Crooklyn, better known as Brooklyn",Bust a mad cap in your back \'cause I\'m all that,"E loop the hook and, your whole beat\'s tooken\'","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4939}",0.0,0.262,0.738,-0.4939
749,Black Moon,Beautiful Mind,East,Rest in peace to my niggas in the East,[Verse 2],And all the real niggas that was shot by beast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
752,Black Moon,Beautiful Mind,Bucktown,To the weak in Bucktown all we do everyday,But I'ma put it back so parlay,[Hook],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
753,Black Moon,Beautiful Mind,Bucktown,"Welcome to Bucktown, U.S.A",Fuckin with them niggas Beatminerz on productions,Where the weak niggas get this shit everyday,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",0.0,0.286,0.714,-0.34
757,Black Moon,Beautiful Mind,Bucktown,"The Bucktown, Boot Camp attitude, kill a man",Me and my niggas don’t give a damn.  We got,Timberland make me General,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.6249}",0.0,0.421,0.579,-0.6249
763,Black Moon,Beautiful Mind,Bucktown,"Bucktown, home of the Originoo Gunn Clappaz",I've had it up to here with y'all weak-ass rappers,The name's Smif-N-Wessun and we're representin' lovely,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
765,Black Moon,Beautiful Mind,Bucktown,Down in Bucktown it\'s Black Moon and Smif-N-Wessun,"Here we go, break of day, with a mad lye session",Pick up the pace \'cause we\'re right behind ya black,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4939}",0.0,0.262,0.738,-0.4939
767,Black Moon,Beautiful Mind,Brooklyn,"Brooklyn, New York will grab the leash around your neck and then I walk ya",What? This lil nigga is a mad stalker,"If you\'s a bigger nigga, bigger niggas get bucked","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",0.0,0.348,0.652,-0.4939
768,Black Moon,Beautiful Mind,New York,"Brooklyn, New York will grab the leash around your neck and then I walk ya",What? This lil nigga is a mad stalker,"If you\'s a bigger nigga, bigger niggas get bucked","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",0.0,0.348,0.652,-0.4939
769,Black Moon,Beautiful Mind,Bucktown,"Straight up and down, \'nuff respect to Bucktown",There ain\'t no more fakin\' if you\'re fakin\' I\'m bakin it,"Home of the chrome, where I roam, not givin a FUCK now","{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0.0,0.18,0.82,-0.296
777,Black Moon,Beautiful Mind,Bucktown,But I'm a little nigga from the heart of Bucktown,You're not hittin' me you're gettin' me upset with the threat,My stomping ground is Brooklyn bound,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.7184}",0.0,0.4,0.6,-0.7184
778,Black Moon,Beautiful Mind,Brooklyn,My stomping ground is Brooklyn bound,But I'm a little nigga from the heart of Bucktown,"Fuck what you heard, it's about what you hit","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
781,Black Moon,Beautiful Mind,Bucktown,"The wrath of Duck Down, Bucktown is real",Feel the bloodbath of the aftermath,"Word to my nigga 5 Ft, hold the steel","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
782,Black Moon,Beautiful Mind,Bucktown,Where your gat? Whenever you're in Bucktown,"Fuck where you're from, it's about where you're at","Shit iz real, all you hear is the sound","{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",0.0,0.304,0.696,-0.5423
783,Black Moon,Beautiful Mind,Bucktown,Beast can't step one foot in Bucktown,"On-The-Real is locked down, what?","Mr. Ripper, hit your back up with holes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
784,Black Moon,Beautiful Mind,Bucktown,"Straight from Bucktown, U.S.A",Niggas talk shit get hit with the Tec in the hip,All my niggas must represent e'ryday,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.7184}",0.0,0.4,0.6,-0.7184
791,Aesop Rock,Beautiful Mind,Houston,"Without the wretched; Houston, we have a problem",Another thick installment of one night in Gotham,Attached to the festive batch of city goblins,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
793,Aesop Rock,Beautiful Mind,New York,"Back in New York, five peeps and a dog",Being trained and observed by a capable few,"In a two-bedroom, doing menial jobs","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.302,0.0,0.698,0.3818
811,Foxy Brown,I’ll Be,Roc,"Well, you can hold what I got, roll with the Roc",[Verse 3: JAY-Z & Foxy Brown],A-Fella capo in the candy apple drop (Stop),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
813,Foxy Brown,I’ll Be,New York,"I got that New York, to the Dirty South flow","I heard you wanna stop Fox, tell me how so","Whole album hot, even the outro","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.0,0.216,0.784,-0.296
818,Foxy Brown,I’ll Be,Cali,From the windy city to the streets in Cali,I laid it down from the Gate to the St Louis arches,To them streets in Houston,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
819,Foxy Brown,I’ll Be,Houston,To them streets in Houston,From the windy city to the streets in Cali,My niggas always boostin\',"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
820,Foxy Brown,I’ll Be,Brooklyn,"Brooklyn, I'ma kill this bitch",,"The take over, you fakes over, nigga","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
821,Foxy Brown,I’ll Be,Brooklyn,"Heard your little rhymes, okay, Brooklyn, I'm on","Got a little shine, okay, thank Mona","I'm on my '96 shit, got the DNA of Hova","{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.4325}",0.491,0.0,0.509,0.4325
822,Foxy Brown,I’ll Be,Brooklyn,"Brooklyn, I'm a killer",And I heard about that bitch miscarriage,The Garden Reggie Miller,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.5859}",0.0,0.432,0.568,-0.5859
824,Foxy Brown,I’ll Be,Brooklyn,"Brooklyn, Queens thing, we lionhearted, never dear departed, I mean",A bunch of snitches on the same team tryin\' to reign supreme,You\'re fuckin\' with Scarlett O\'Hara,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",0.265,0.0,0.735,0.5574
825,Foxy Brown,I’ll Be,Queens,"Brooklyn, Queens thing, we lionhearted, never dear departed, I mean",A bunch of snitches on the same team tryin\' to reign supreme,You\'re fuckin\' with Scarlett O\'Hara,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",0.265,0.0,0.735,0.5574
828,Foxy Brown,I’ll Be,Brooklyn,"Brooklyn we are back, RAH!!!! RAH!!!! RAH!!!!",Word to my boy B.I,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
829,Foxy Brown,I’ll Be,Brooklyn,"Yeah, Black Roses baby, Brooklyn, Nana, Sizzla Kalonji3Embed"", '4-5-6 Lyrics[Verse 1: Beanie Sigel]",[Outro: Foxy Brown],"Ugh, ughh, yeah","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
830,Foxy Brown,I’ll Be,Philly,That Philly cat who ain\'t with that silly rap,This is Beanie Sigel,"Put your weight up, not your hate up, niggas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
831,Foxy Brown,I’ll Be,Roc,Haters wonderin\' how I got a position with Roc,Y\'all know how I play quiet towns and tie \'em down,Cuz I listen to The LOX and I listen then watch,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.211,0.0,0.789,0.34
832,Foxy Brown,I’ll Be,South,"I\'m routin\' down South, for my aim is to score","Desert Eagle metal in the door, pedal to the floor","Eight cylinder, screamin\' \'Fuck the law!\'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
833,Foxy Brown,I’ll Be,South,"36 South stuck, stay on route thugs","Talk shit, put blood in your mouth thugs","You know how Mac play, quiet town, tie it down","{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",0.0,0.34,0.66,-0.5574
837,Public Enemy,I’ll Be,New York,"Yeah, that\'s right, we Public Enemy #1 in New York",[Outro: Flavor Flav],"Public Enemy #1 in Philly, Public Enemy #1 in D.C","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
838,Public Enemy,I’ll Be,Philly,"Public Enemy #1 in Philly, Public Enemy #1 in D.C","Yeah, that\'s right, we Public Enemy #1 in New York","Public Enemy #1 in Cleveland, Ohio (we\'re harder than you think)","{'neg': 0.255, 'neu': 0.584, 'pos': 0.161, 'compound': -0.3182}",0.161,0.255,0.584,-0.3182
845,Public Enemy,I’ll Be,Atlanta,"And Atlanta, even Public Enemy #1 in Chicago, Public Enemy #1 in Detroit","And bust it, we also Public Enemy #1 in Cincinnati, (we\'re harder than you think)",(It\'s a beautiful thing) Public Enemy #1 in Oakland,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",0.0,0.2,0.8,-0.5423
846,Public Enemy,I’ll Be,Chicago,"And Atlanta, even Public Enemy #1 in Chicago, Public Enemy #1 in Detroit","And bust it, we also Public Enemy #1 in Cincinnati, (we\'re harder than you think)",(It\'s a beautiful thing) Public Enemy #1 in Oakland,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",0.0,0.2,0.8,-0.5423
850,Public Enemy,I’ll Be,Miami,"Public Enemy #1 in Miami, Public Enemy #1 in Indiana",(We\'re harder than you think) Public Enemy #1 in Baltimore,Also Public Enemy #1 in L.A. (it\'s a beautiful thing... indeed),"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}",0.0,0.28,0.72,-0.5423
852,Public Enemy,I’ll Be,L.A.,Also Public Enemy #1 in L.A. (it\'s a beautiful thing... indeed),"Public Enemy #1 in Miami, Public Enemy #1 in Indiana","Also Public Enemy #1 in Alabama, y\'all (we\'re harder, than you think!)","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.7906}",0.0,0.467,0.533,-0.7906
861,Public Enemy,I’ll Be,London,"Bass for your face, London!","But welcome to the Terrordome2Embed', 'Black Steel in the Hour of Chaos Lyrics[Intro]",Everybody in the house make some noise!,"{'neg': 0.252, 'neu': 0.549, 'pos': 0.2, 'compound': -0.2617}",0.2,0.252,0.549,-0.2617
867,Public Enemy,I’ll Be,Earth,"Howdy y'all. This is Bernie Crosshouse, yours truly of the KKK. I'd like to express our deepest gratitude at the destruction of the inferior nigga race. And I’m especially pleased to report it's destroyin' itself without our help. To all you gangs, hoodlums, drug pushers and users, and other worthless niggers killin' each other, we’d like to thank y'all for savin' us the time, trouble and legality for the final chapter of riddin' y'all off the face of the Earth. Your solution to our problem is greatly appreciated, so keep sellin' us your soul. Thank ya!9Embed"", '911 Is a Joke Lyrics[Intro]",[Skit],Hit me!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
868,Public Enemy,I’ll Be,Hollywood,Burn Hollywood burn I smell a riot,"Watch him, here he comes now3Embed', 'Burn Hollywood Burn Lyrics[Chuck D]","Goin\' on -- first they\'re guilty, now they\'re gone","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
869,Public Enemy,I’ll Be,Hollywood,Hollywood or would they not,All right fellas let\'s go hang out,Make us all look bad like I know they had,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
870,Public Enemy,I’ll Be,Hollywood,Burn Hollywood burn,The joke is over -- smell the smoke from all around,,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}",0.18,0.0,0.82,0.296
871,Public Enemy,I’ll Be,Hollywood,Roaming through Hollywood late at night,Let\'s check out a flick that exploits the color,Red and blue lights what a common sight,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}",0.0,0.255,0.745,-0.34
872,Public Enemy,I’ll Be,Hollywood,Burn Hollywood burn,As nothing that the black man could use to earn,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
873,Public Enemy,I’ll Be,L.A.,Now remember that line you was kicking to me on the way out to L.A. Laurelton Queens while we was in the car on our way to the shop?,"So Chuck, we got a feeling you turning into a Public Enemy, man","Well yo, right now, kick the bass for them brothers and let \'em know... What, goes, on!","{'neg': 0.25, 'neu': 0.643, 'pos': 0.107, 'compound': -0.4588}",0.107,0.25,0.643,-0.4588
878,Public Enemy,I’ll Be,California,"Of the cell block, but they come from California",Twenty-thousand niggy-niggy brothers in the corner,Population is none in the desert and sun,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
880,Public Enemy,I’ll Be,Jamaica,"Lookin' for culture I got, but not here from Jamaica","So I pray, I pray every day, I do and praise Jah the maker","Pushin' and shakin' the structure, bringin' down the Babylon","{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.831}",0.523,0.0,0.477,0.831
889,Grandmaster Flash,I’ll Be,Earth,The president just forgot about Earth,"Lost in space, and what is it worth, huh?","Spending multi billions, and maybe even trillions","{'neg': 0.205, 'neu': 0.625, 'pos': 0.17, 'compound': -0.1027}",0.17,0.205,0.625,-0.1027
890,Grandmaster Flash,I’ll Be,Africa,And the children in Africa don't even eat,"There's gold in the street, and diamonds under feet","Flies on their faces, they're living like mice","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
894,Grandmaster Flash,I’ll Be,Jersey,"As I brove,her to Jersey on my big black Cadillac","Now we listened to her favorite song,relaxed and layed back",My big.... black.... Caddy....Caddy,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.25,0.0,0.75,0.4588
897,Grandmaster Flash,I’ll Be,East,He went to the East for human's rights,But not with just another negotiation,To free the lieutenant shot down in flight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
908,Jean Grae,I’ll Be,Manhattan,"Dr. Manhattan, tatted atom circa tabaca-ing goer","I’m sorry...4Embed', 'FUCKERY LEVEL 3000 Lyrics[Verse 1]",Circle tobacco ring blower,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
