,Artist,Song Name,release date,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
2466,Public Enemy,Catch The Thrown,,America,"The sound of black America is ""Ouch!""",No quarterback gets sacked on the couch,Governments don\'t love you and president executions,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
2474,Public Enemy,Coinsequences,,America,And that all of America support the Pres\',And prison if you black is just a part of life,"Religion is the way, and we all full of sin","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",0.0,0.268,0.732,-0.5106
2477,Public Enemy,Coinsequences,,America,"All that ""God bless America, and nobody else""",Like votin for the President and both of them fam,"But I can smell racism, however it\'s dealt","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.217,0.0,0.783,0.3612
2489,Jay Z,Corplantationopoly,1990-04-10,Brooklyn,I\'m the only nigga from Brooklyn out here man,Yeah whattup man,"I\'m tryin to lock the spot down, holla at me","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",0.524,0.0,0.476,0.296
2490,Jay Z,Corplantationopoly,1990-04-10,Brooklyn,Still there Brooklyn?,"Take a nigga brick, smack him, then you sell it back to them",[Shorty],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2500,Jay Z,22 Days Challenge,,West Coast,Too much West Coast dick lickin\',[Verse 1: JAY-Z],"And too many niggas on a mission, doin\' your best Jay-Z rendition","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2507,Jay Z,30 Something,2011-03-23,America,"America, this land of mine","I'm conflicted because, dude","Is filled with prisoners, with the same plans as mine","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2511,Jay Z,A Ballad for the Fallen Soldier,,Manhattan,Bin Laden been happening in Manhattan,"Off to boot camp, the world\'s facing terror","Crack was anthrax back then, back when","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",0.0,0.327,0.673,-0.5267
2524,Jay Z,All Around the World,2017-06-30,Brooklyn,"Brooklyn bombers (Same song, same song)",Same song (Same song),"Detroit players (Oh, same song)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2527,Jay Z,All Around the World,2017-06-30,Brooklyn,"Real niggas out in Brooklyn, some niggas don\'t clap","Said it ain\'t, ""Where you from?"" Yo it\'s, ""Where you at?""","It\'s real killers out in Cali, some niggas just act","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2538,Jay Z,American Gangster,2003-11-14,New York City,And you say New York City,"American dreamin'Embed"", ""American Gangster Lyrics[Intro]",Uh-huh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2543,Jay Z,American Gangster (A Cappella),2002-11-12,New York City,And you say New York City,"I want the sky baby4Embed"", ""American Gangster (A Cappella) Lyrics[Intro]",Uh-huh,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.14,0.0,0.86,0.0772
2548,Jay Z,Analyze This,2017-06-30,Bronx,"We be the Bronx to BK'lyn, togethor we about a ton or better",[Verse 2: Lord Tariq],"On the way in, we rhyme related, very underestimated","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2556,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,America,"It\'s also the case, and this goes back to our other argument, one of the things Republicans have been able to do is cut budgets, so there are a lot fewer police officers in every city in America. And social workers, and other people who might take a preventive kinda situation. And also, by the way, that’s why unemployment is too high; we\'ve created on a private sector jobs, but the Republican priorities have cut over a million have public sector jobs, and that’s cops and others. So they’ve caused that kind of problem by denying the cities the resources that they could use to try to do with the problem.",[Barney Frank],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2557,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,New York City,"But I think over-policing is part of the problem. I mean, look at New York City and look at stop and frisk. I mean, policing in communities of color...I mean, I don\'t know, I can’t talk this better than you can, but I’m curious or your opinion, Jay Z--",[Alexis Goldstein],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2558,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,America,"I don’t really want to scare America, but the did the real problem is there\'s no middle class, right? So that the gap between have and have-nots is getting wider and wider.",[Jay Z],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2560,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,New York,But I don’t think Stop-and-Frisk is a few bad apples. That’s an institutionalized racism that the NYPD has been conducting for years. They stopped more young black men than there are young black men in New York last year. I don’t seem them stopping and frisking Wall Street bankers--they have tons of cocaine on them.,[Goldstein],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2561,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,New York,"You’re fighting a straw man. Of course Stop-and-Frisk, the way they’re doing it, is wrong, but answer is not fewer police. You hear people in the African-American community in New York complaining about Stop-and-Frisk, not get the cops outta here. They want the cops to be there and to be better behaved.",[Frank],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2563,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,New York,Don\'t punish every city in New York for Mike Bloomberg\'s tics. The fact is--,[Frank],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2572,Jay Z,A Star Is Born,,New York City,"Every day a star is born (And you say New York City! Yeah, yeah)","As one (Awwwwwww)1Embed', 'A Star Is Born Lyrics[Hook: The World Famous Tony Williams + Jay-Z]",Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2573,Jay Z,A Star Is Born,,New York City,Every day a star is born (And you say New York City! Uh-huh),Clap for \'em! Clap for \'em! Clap for \'em! Hey,Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2574,Jay Z,A Star Is Born,,New York City,"Every day, a star is born (And you say New York City!)",[Hook: The World Famous Tony Williams + Jay-Z],Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2575,Jay Z,A Star Is Born,,New York City,"Every day, a star is born (And you say New York City! Uh-huh, Jay)",Clap for \'em! Clap for \'em! Clap for \'em! Hey,Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2576,Jay Z,A Star Is Born,,Brooklyn,"A lil\' too far, can\'t fuck with Brooklyn","Mobb Deep shook it, but Prodigy took it","Wu-Tang gangbanged it, Meth ate","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.0516}",0.0,0.146,0.854,-0.0516
2577,Jay Z,A Star Is Born,,New York City,Every day a star is born (And you say New York City!),[Hook: The World Famous Tony Williams + Jay-Z],Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2578,Jay Z,A Star Is Born,,New York City,"Every day a star is born (And you say New York City! Uh-huh, yeah)",Clap for \'em! Clap for \'em! Clap for \'em! Hey,Clap for \'em! Clap for \'em! Clap for \'em! Hey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2580,Jay Z,A Star Is Born,,New York City,"Every day, a star is born (And you say New York City!)","[Hook: The World Famous Tony Williams, Jay-Z, & J. Cole]","Yeah, hey, and clap for \'em!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2581,Jay Z,A Week Ago,,Brooklyn,"Like a Brooklyn nigga, straight out of Brownsville","I had so much hustle, plus I was down to ill","Down and dirty, down to fight to round 30","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.0,0.259,0.741,-0.4215
2582,Jay Z,A Week Ago,,Brownsville,"Like a Brooklyn nigga, straight out of Brownsville","I had so much hustle, plus I was down to ill","Down and dirty, down to fight to round 30","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.0,0.259,0.741,-0.4215
2586,The Notorious B.I.G.,Barclays Center Freestyle,2007-11-06,New York,"New York, New York ready for the likes of this","While, Juvenile rippin\' mics and shit (Ooh)","Uh, then came the worst date, May, 21st","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",0.0,0.375,0.625,-0.5574
2587,The Notorious B.I.G.,Barclays Center Freestyle,2007-11-06,New York,"New York, New York ready for the likes of this","While, Juvenile rippin\' mics and shit (Ooh)","Uh, then came the worst date, May, 21st","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",0.0,0.375,0.625,-0.5574
2589,The Notorious B.I.G.,Barclays Center Freestyle,2007-11-06,Brooklyn,If I was in Brooklyn and B.I. was still alive,"Checkin\' his daughter, Tyanna into junior high (Yeah)","In 2006, it might sound like this","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2591,The Notorious B.I.G.,Barclays Center Freestyle,2007-11-06,Manhattan,"Catch a cab to Manhattan, with that Broadway actin\'",On models in S classes for you bastards (Ohh ohh),"You hype, that Belly shit\'ll get you capped and wrapped in plastic","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}",0.0,0.333,0.667,-0.6124
2593,The Notorious B.I.G.,Barclays Center Freestyle,2007-11-06,New York,"Scarface, king of New York, I wanna be it (Oh yeah)","Put the drugs on the shelf, nah, couldn\'t see it","Rap was secondary, money was necessary","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",0.0,0.135,0.865,-0.1027
2598,The Notorious B.I.G.,1995 Westwood Freestyle (Me & Craig),,Brooklyn,"As we break it down, Biggie Smalls represent Brooklyn your hometown",Ill vocal chords sometimes you get the style bored,,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5994}",0.0,0.412,0.588,-0.5994
2603,The Notorious B.I.G.,Bastard Child (prod by Statik Selektah) (UNHEARD BIGGIE),1997-03-25,Brooklyn,"The Brooklyn-born Teflon Don, wrecking shop","Smooth as Teddy Pendergrass, smoke the grass, get in your ass","Gettin' props, provin' nobody drops (Uh)","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",0.0,0.259,0.741,-0.5423
2607,The Notorious B.I.G.,Big Booty Hoes,,Brooklyn,"We on some Brooklyn - Oakland, California shit (Beotch!)",Freak bitches all on my dick,,"{'neg': 0.771, 'neu': 0.229, 'pos': 0.0, 'compound': -0.8779}",0.0,0.771,0.229,-0.8779
2634,The Notorious B.I.G.,Come On,2006-04-11,Brooklyn,"Hey Biggie, I understand you\'re from Brooklyn","Peace to 106, 108, 110 and 111th","With .22s in your shoes, yo, keep this joint cooking","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.368,0.0,0.632,0.5423
2637,The Notorious B.I.G.,Come On (1st Take),1999-12-07,Brooklyn,"Hey Biggie, I understand you're from Brooklyn","Peace to 106, 108, 110 and 111th","With .22s in your shoes, yo, keep this joint cooking","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.368,0.0,0.632,0.5423
2647,The Notorious B.I.G.,Dead Wrong (Original Version),,Brooklyn,"The Brooklyn-born Teflon Don, wrecking shop","Smooth as Teddy Pendergrass, smoke the grass, get in your ass","Getting props, proving nobody drops","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",0.0,0.259,0.741,-0.5423
2650,The Notorious B.I.G.,Dead Wrong (Original Version),,Brooklyn,"I rob for self; from Brooklyn, where else?","Like a cantaloupe, hope you got a rope to hang yourself","Fat like a Lexus coupe, I ripped your troop","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}",0.435,0.0,0.565,0.6597
2654,The Notorious B.I.G.,Everyday Struggle,1999-12-07,New York,"For an assault that I caught in Bridgeport, New York",Smokin\' mad Newports \'cause I\'m due in court,Catch me if you can like the Gingerbread Man,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}",0.0,0.314,0.686,-0.4939
2658,The Notorious B.I.G.,Everyday Struggle,1999-12-07,Brooklyn,This one going out to Brooklyn,"Junior M.A.F.I.A. clique, representing",Ya'll know what time it is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2659,The Notorious B.I.G.,Everyday Struggle,1999-12-07,Brooklyn,Cause Brooklyn got this shit locked down,"And all you other tape niggas and bootleggers, stay in the house",So any time you're ready Mister Cee,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",0.0,0.179,0.821,-0.34
2665,The Notorious B.I.G.,Get Your Grind On,1994-09-13,Bronx,We from the Bronx where the may-ors lift up,"In front of a hundred million viewers, shouldn\'t surprise \'em",And niggas get shot in broad day \'cause we don\'t give a...,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.208,0.0,0.792,0.2732
2684,The Notorious B.I.G.,Going Back to Cali,1994-09-13,NYC,"I be whipping on the freeway, the NYC way",Scream Biggie Biggie gimme One More Chance,On the celly-celly with my homeboy Lance,"{'neg': 0.27, 'neu': 0.5, 'pos': 0.229, 'compound': -0.1045}",0.229,0.27,0.5,-0.1045
2703,The Notorious B.I.G.,Hands In Da Air (What Up Gangsta),2005-12-20,Brooklyn,"Brooklyn, stand up","My AK was my a.k.a. before my ABC's had me A-OKEmbed"", ""Hands In Da Air (What Up Gangsta) Lyrics[Intro: DJ Vlad]","Bad Boy, Flipmode","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2707,The Notorious B.I.G.,Hope You Niggas Sleep,1997-03-25,Brooklyn,"The Brooklyn-born Teflon Don, wrecking shop","Smooth as Teeddy Pendegrass, smoke the grass, get in your ass","Getting props, proving nobody drops","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",0.0,0.259,0.741,-0.5423
2711,The Notorious B.I.G.,Hope You Niggas Sleep,1997-03-25,Brooklyn,"I rob for self; from Brooklyn, where else?",Hope you got a rope to hang yourself,"Fat like a Lexus coupe, I ripped your troop","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.326,0.0,0.674,0.4404
2714,The Notorious B.I.G.,House of Pain,,Bronx,"""In the second such case in recent memory, a Bronx woman being charged with murder in the shooting death of her daughter over her crack habit""",[Interlude 2],[Verse 3: The Notorious B.I.G.],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2715,The Notorious B.I.G.,House of Pain,,Brooklyn,"""A hostage in Brooklyn threatened with death, we have—""","""He reportedly tried to hide behind a parked car and then beg for his life before he was killed""","""Registered this morning, they were kidnapped, held for ransom and strangled to death""","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.7351}",0.0,0.279,0.721,-0.7351
2721,The Notorious B.I.G.,Hypnotize,1991-01-01,Brooklyn,Timbs for my hooligans in Brooklyn (That\'s right),"Pink gators, my Detroit players","Dead right, if the head right, Biggie there e\'ry night","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2722,The Notorious B.I.G.,Hypnotize,1991-01-01,Brooklyn,"That Brooklyn bullshit, we on it","Packin\', askin\', ""Who want it?"", you got it, nigga, flaunt it",[Chorus: Pamela Long],"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",0.115,0.0,0.885,0.0772
2727,The Notorious B.I.G.,Hypnotize,1991-01-01,Brooklyn,"""Your daughter\'s tied up in a Brooklyn basement""","At my arraignment, note for the plaintiff","Face it, not guilty, that\'s how I stay filthy (Not Guilty)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2741,Grandmaster Flash,Big Black Caddy,,Jersey,"As I brove,her to Jersey on my big black Cadillac","Now we listened to her favorite song,relaxed and layed back",My big.... black.... Caddy....Caddy,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.25,0.0,0.75,0.4588
2770,Jean Grae,White Lines,1987-09-13,New York,With a caravan of Carolina and New York feds,We're unsurmountable like you being surrounded by a ten man army in Afghanistan tents,Bless me with a holy 40 bottle from your corner stop and,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.172,0.0,0.828,0.3612
2782,Jean Grae,38 Special,2014-01-15,New York,New York pimp game the worst chick since the birth of the words,I could make you love me if you fuck with me violence occurs,That I first met on a Thursday I think I\'m cursed,"{'neg': 0.365, 'neu': 0.433, 'pos': 0.202, 'compound': -0.5267}",0.202,0.365,0.433,-0.5267
2786,Jean Grae,A Little Story,2008-07-08,Harlem,Reaching higher up than Harlem is to L.E.S. Puerto Ricans,"Ms. Grae, the unknown vet, destined to stardom",You're blowing smoke and shooting dope,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2795,Jean Grae,Block Party,2013-12-15,New York,To the stench of death that’s still in New York—the air is thick,"We gonna make it out?  It’s hectic, from asbestos-filled classrooms","With it, but it reaches further like the world murder rate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2809,Jean Grae,Crayon Ruins,2015-06-29,New York,The millions in New York didn\'t stop to help at all,Bleeding civilians started to fall,"And we ran, and we ducked, and weaved behind trucks","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2811,Jean Grae,Crayon Ruins,2015-06-29,Brooklyn,"Towards the bridge, headed to the planet of Brooklyn",Tightened my sleeves around my neck and started bookin\',[Hook],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2820,Jean Grae,Football Season Is Over,2003-10-07,New York,"Left New York, worked at the headquarters in Texas","The work got done, calendar filled with x\'s","Got a husband, home, babies, I\'m making breakfast","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2822,Jean Grae,FUCKERY LEVEL 3000,2013-12-15,Manhattan,"Dr. Manhattan, tatted atom circa tabaca-ing goer","Goodbye1Embed', 'FUCKERY LEVEL 3000 Lyrics[Verse 1]",Circle tobacco ring blower,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2825,Jean Grae,Get It,2008-07-08,New York,"For New York, for Philly, road trips to Atlantic City in","And Henny’ed up, driving like they’re wearing blindfolds",Rented cars for one-month unlimited MetroCards,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
2837,Run–D.M.C.,Ay Papi,2001-01-01,Harlem,Got chicks in Spanish Harlem holdin they brain,The Don of San Juan got \'em goin insane,"In São Paulo they follow, doin the same","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.0,0.252,0.748,-0.4019
2840,Run–D.M.C.,Ay Papi,2001-01-01,New York City,From New York City to Puerto Rico (whoa),"Us cuatro, lock flow, you don\'t know?",[Chorus],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2842,Run–D.M.C.,Ay Papi,2001-01-01,America,And this day I hit \'em off I\'ll have America sewn,"I spit flows, rip shows \'til the day that I\'m gone","Rich plat\', rims chrome, spin (?) to your dome","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2865,Run–D.M.C.,Come On Everybody,1988-05-17,Brooklyn,"And all my peoples up in Brooklyn, you don\'t stop","And to my peoples uptown, you don\'t stop","And all my peoples in the Bronx, you don\'t stop","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.0,0.239,0.761,-0.296
2866,Run–D.M.C.,Come On Everybody,1988-05-17,Bronx,"And all my peoples in the Bronx, you don\'t stop","And all my peoples up in Brooklyn, you don\'t stop","Zulu in effect, you don\'t stop","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",0.0,0.196,0.804,-0.296
2885,Run–D.M.C.,Its Like That (Original),1990-10-16,Brooklyn,Even all the crooks that been livin’ outta Brooklyn,Rev Run walk up in the spot,Just can’t help but point a lot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2886,Run–D.M.C.,Its Like That (Original),1990-10-16,New York,"In New York, the people talk and try to make us rhyme","[Verse 2: DMC, Rev Run, & Both]","They really hawk, but we just walk because we have no time","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2923,Chino XL,Asshole,2012-09-25,New York,Swarm rappers from New York to LA,"Chino, mentally, verbally, off the meat rack like Rocky Balboa trained on",I\'m the hottest latin entertainer since Ricky Martin is gay,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.185,0.0,0.815,0.3612
2936,Chino XL,Be Here,2001-08-21,East Coast,"I had been in LA for 3 month\'s now, but I\'m from East Coast",She bought a weed from East Lo\'s,She kept me in a Navigator Rental,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2989,Chino XL,Crazy Love,2012-09-25,Jersey,Straight out of Jersey to the Slum Village,"Yo, hey Detroit! Show me some love",I lyrically pillage at a high percentage,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.428,0.0,0.572,0.6696
3015,Chino XL,Figure It Out,2012-09-25,Bronx,The best of this thing that was created in the Bronx river,You wacker than the last episode of Entourage,"Crime spitter, trying to keep myself composed like Hans Zimmer","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3016,Chino XL,Freestyle Rhymes,2012-09-25,New York,Her lesbian lover fucked TJ\'s Hooker on New York Undercover,Starsky and Hutch gangbanged Cagney without Lacey,Call me L.A.P.D. cause I abuse my privledges,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3028,Chino XL,Heavenly Father,2001-08-21,NYC,Memories of us rollin pennies just to get to NYC on a train to get a deal for me,Police lights flashing behind you as you speed,See,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3036,Chino XL,How it Goes,2006-01-01,Jersey,[In Jersey freaks touch concrete eight inches on cheese baby],[This game will never change],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3076,Lauryn Hill,I Used to Love Him,2002-05-07,America,"Making musical history, a lil' acupuncture, structural integration, my meditation, liberating a generation & beyond that, I’m taking the bomb back. I’m splitting atoms for freedom, America needs more FREED men, able to talk right, not prone to GREED men (It’s just not what you need man)","I’m sitting comfortably in a SUV, up in my SUV taking artistic liberties","Let your words and deeds line up, master the mind, young king man??, put your signs up, intelligent designs up!, plant your seeds, keep your dimes up, cuz no man knows when the time’s up","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7269}",0.379,0.0,0.621,0.7269
3111,U-God,Climate,2008-01-01,New York,It seemed compelling to say New York really lost it,"Hip-hop is the monster, Evolution's construct",So we sat at the table with the top heads and bosses,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3116,U-God,Dff,1999-10-19,New York City,"Fuck that, cause I'm from New York City goddamn it. You fuck around with me. There's gonna be consequences and repercussions",[Speaker #3],,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3120,U-God,Drama,,Manhattan,"You push me, homey, have your body layin' in Manhattan","It's peace and clackin', keep it dirty in the stashin'","Yeah, I'm from Staten, where the streets talk, the block listen","{'neg': 0.201, 'neu': 0.556, 'pos': 0.243, 'compound': 0.1531}",0.243,0.201,0.556,0.1531
3123,U-God,Elegance,2009-06-23,New York City,They say New York City,"[Chorus 2X]Embed"", ""Elegance Lyrics[Intro]",Is like that y'all,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.508,0.0,0.492,0.4767
3124,U-God,Elegance,2009-06-23,New York City,They say New York City,Is like that y'all,Is like that y'all,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.455,0.0,0.545,0.3612
3125,U-God,Elegance,2009-06-23,Manhattan,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3127,U-God,Elegance,2009-06-23,New York,And this jet only lands in New York,"Get love everywhere I walk, it's the way I talk",[Verse 1: U-God],"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.375,0.0,0.625,0.6369
3128,U-God,Elegance,2009-06-23,New York,This is classic New York with a fork,"You live on polo ground, Fifty Fifth? Shit's crazy",You eat it up 'till this shit is no more,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",0.0,0.231,0.769,-0.34
3129,U-God,Elegance,2009-06-23,Manhattan,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3131,U-God,Elegance,2009-06-23,New York,And this jet only lands in New York,"Get love everywhere I walk, it's the way I talk",[Verse 2: U-God],"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.375,0.0,0.625,0.6369
3133,U-God,Elegance,2009-06-23,Staten Island,Just a Staten Island nigga holding more than the average,"Horse drawn carriage, and I'm looking for the marriage","Delancey Street, three quarters to my feet and I never got beat","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
3134,U-God,Elegance,2009-06-23,New York,It was classic New York with a fork to eat it up,"Okay but that shit stay, still shakes the ladies",Can you give us some more?,"{'neg': 0.367, 'neu': 0.524, 'pos': 0.109, 'compound': -0.6652}",0.109,0.367,0.524,-0.6652
3135,U-God,Elegance,2009-06-23,Manhattan,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
