,Artist,Song Name,release date,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
4402,KRS-One,Bring It Back,2008-02-19,New York,"Bring it bring back, that old New York rap"") - repeat 2X","(""Bring it back, that old New York rap",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4404,KRS-One,Bring It to da Cypher,2008-06-10,Bronx,"Made us, broke the mold, another Bronx episode nigga what","Like bad heads that fold at war, anything goes",[Chorus: KRS-One & Truck Turner ],"{'neg': 0.465, 'neu': 0.377, 'pos': 0.157, 'compound': -0.7096}",0.157,0.465,0.377,-0.7096
4407,KRS-One,Build ya Skillz,1993-09-28,Bronx,Overthrowing the comp Big up Bronx!,Free flowing and stomping! Never tip-toeing,I got more styles than the planet got women,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.5562}",0.418,0.0,0.582,0.5562
4408,KRS-One,Build ya Skillz,1993-09-28,West Coast,East coast- West Coast battles are inferior,The more the merrier syllable superior,Cause I by myself will take out the whole North America,"{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.7564}",0.618,0.0,0.382,0.7564
4417,KRS-One,Club Shoutouts,,New York,S.O.B.\'s in New York,House of Blues in New Orleans,"King Club in, in in L.A","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4425,KRS-One,Come to Da Party,1997-05-20,South Bronx,"I\'m puttin back in ya, with the South Bronx vernacular",Rappers bite like Dracula the soul of hip-hop,"Bound to put the crack in your armor, I am much sharper","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
4431,KRS-One,Criminal Minded,2015-01-01,New York,New York ain\'t out! WHAT CHA\'LL TALKIN \'BOUT?!,Y\'all start mumblin when that Hawk is out,Y\'all POP like when the cork is out!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4433,KRS-One,Criminal Minded,2015-01-01,East Coast,"Including New York State, the whole East Coast is Kris Parker\'s",I\'m much sharper,"But real talk, Digny","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4434,KRS-One,Criminal Minded,2015-01-01,New York,The true kings of New York left when it change hands to Disney,"But real talk, Digny",I got no time for the kid rap,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4439,Cam'ron,357,1998-07-21,Harlem,All my Harlem niggas,"The first and fifteenth\'s got some restraints on my peopleEmbed', ""357 Lyrics[Intro]",My BK niggas back uptown baby Lennox Ave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4442,Cam'ron,Adrenaline,2004-12-07,Harlem,"Chi-Town to Harlem, what's really good?","Killa, Psycho Drama, Twista",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4477,Cam'ron,Bout It Bout It,,New York,"New York, Arizona, the Bay Area, the whole California!",Illinois boys to Mississippi: bout it bout it,"North Carolina, South Carolina: throw dem bows","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4488,Cam'ron,Bout It Bout It,,Bronx,"Went from Bronx house to bookings, bookings to the show","Cops bagged me 1 night, looking for the blow","From the show to the crib, to the kitchen cooking Os","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4506,Cam'ron,Calm Down,2004-12-07,Harlem,All through Harlem you spotted me,Basketball games and then I went and did a robbery,"Pan Pan to Willie Burger, Haaji back to Dirty Kitchen","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4511,Cam'ron,Calm Down,2004-12-07,Jersey,Or Vegas or Jersey or my timeshare in Bali,But he ain\'t mention Cali or my villa out in Maui,"Or my ranch out in Idaho, I tell my neighbor, ""Howdy,""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4516,Cam'ron,Calm Down,2004-12-07,Brownsville,"Block was lookin\' around spill, you would\'ve thought we all from Brownsville","It was goin\' downhill, get downhill, that sound ill","Up the hill for water, sorta like Jack when he found Jill","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.0,0.259,0.741,-0.4215
4520,Cam'ron,Cha Ching,2007-11-08,New York,"New York hustlers love me, like I'm David Binkins",That's the way I'm thinkin',That's right cha-ching cha-ching,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4521,Cam'ron,Cha Ching,2007-11-08,New York,"Nigga, we run New York and","Naw, my stomach talking","I'm your favorite boxer, favorites blossom","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4533,Cam'ron,Child of the Ghetto,2007-11-08,Harlem,"Lakeview, 1990, Wagner, Taihino, Harlem","Jefferson, Charleston, A.K., Jackie Rob, Clinton, Taft, Carver",,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",0.0,0.34,0.66,-0.5574
4536,Cam'ron,Child of the Ghetto,2007-11-08,Harlem,"'91 to '96, yeah Harlem was out","Killa, Killa..","Grant's Tomb, balled out in Laguardia house","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4540,Cam'ron,Child of the Ghetto,2007-11-08,Harlem,Chi-Town to Harlem what's really good?,"Livin' the scripture the picture they painted for meEmbed"", ""Chi Skit - Adrenaline - Phone Skit LyricsKilla, Psycho Drama, Twista","What happens, when you combine the darkness, with the light?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4545,Cam'ron,Come and Talk to Me,2007-11-08,Harlem,See he named some Harlem cats and the homie from the Chi,"But had a mill before I met him, baby, that ain't no lie","But my thing, he ain't name nobody from the Stuy","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.3252}",0.189,0.0,0.811,0.3252
4547,Cam'ron,Come Home With Me,2017-11-09,Harlem,"Keep a blade up in the gums, this Harlem",Think that getting caught by Justice is fun?,"Where the fuck is you from? Uh, come on home with me","{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.7717}",0.528,0.0,0.472,0.7717
4552,Cam'ron,Cookies & Apple Juice,2013-10-01,Harlem,"4 5, yes, I revolve 'em, now it's hell up in Harlem","'Cause you don't want no problems, please trust, girl, I will solve them","This for that Midwest, Down South, dirty, dirty","{'neg': 0.065, 'neu': 0.32, 'pos': 0.615, 'compound': 0.8528}",0.615,0.065,0.32,0.8528
4555,Cam'ron,Cookies & Apple Juice,2013-10-01,Harlem,"Fo' Fives gats, I revolve 'em, now it's hell up in Harlem",I will solve them,"This for midwest, down south, dirty dirty","{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.474,0.0,0.526,0.2023
4567,Cam'ron,Curtis,,New York,"You don'r club in New York, you party out in Scotsdale","Visa knottail, and dog we not frail","I can't be clowned, beef dog, how dare we now","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4573,Cam'ron,Curtis (50 Cent Diss),1998-07-21,New York,You don't club in New York you party out in Scottsdale,"These are not tales, and dog we not frail","Huh, I can't be clowned, beef dog, God damn we down","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4583,Cam'ron,Dat All,2009-05-12,Harlem,"But I’m top shelf, Harlem: Hall of Fame dun","La, Az, M&M , Rich neither","The Lennox Ave ""Forest Gump"", I’m on the long run","{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5574}",0.474,0.0,0.526,0.5574
4600,Cam'ron,Dead Motherfuckers,2004-01-01,New York,How I got the whole New York wearing pink,Glare and think,Girls they stare and wink,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4601,Cam'ron,Devils Clutches,2009-05-12,America,It\'s America,Can dance all night long,If I want to wear a Rolex watch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4606,Big L,560 Tape Freestyle,2003-01-01,Harlem,"I must warn, my Harlem crew roll strong",Hustlin' on hot corners that be smuggled with cops,"Word bond, we leave mics torn,y'all niggas slept too long now it's on","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",0.0,0.238,0.762,-0.3612
4609,Big L,560 Tape Freestyle,2003-01-01,New York,"I'm from the East Coast, this is how we roll in New York","The grave is where I'm sendin' 'em, clowns, like Mack 10 and 'em, uh!",A bunch of rowdy niggas holdin' the fort,"{'neg': 0.166, 'neu': 0.69, 'pos': 0.144, 'compound': -0.1007}",0.144,0.166,0.69,-0.1007
4611,Big L,560 Tape Freestyle,2003-01-01,Harlem,These Harlem streets is for keeps,"Jackin' creeps, packin' heat",Much love to all my peeps who got covered with sheets,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4613,Big L,88 HipHop Radio Freestyle (1998),1995-03-28,New York,I\'m running with some of the baddest men in the whole New York,"There\'s no comparison, son, just embarrassin\'","We hold the fort, while you crab cats is holdin\'","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",0.0,0.306,0.694,-0.296
4614,Big L,8 Iz Enuff,2011-05-31,New York,"Rap New York rules, I sport jewels and extort crews",So just dash or trespass and get your chest smashed,"Don't get me pissed, I got a short fuse","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4619,Big L,8 Iz Enuff,2011-05-31,Harlem,And all the other crews that's representin' in Harlem,"The Best Out Crew, the M&M Crew",You know what I'm sayin?,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.412,0.0,0.588,0.6369
4620,Big L,8 iz Enuff (Demo Version),,New York,"Rap New York rules, I sport jewels and extort crews",So jus’ dash or trespass and get your chest smashed,"Don’t get me pissed, I got a short fuse","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4634,Big L,8 iz Enuff (Demo Version),,New York,I\'m from New York and never was a fan of the Knicks,"Yo, fuck all the glamours and glitz, I plan to get rich",And I\'m all about expanding my chips,"{'neg': 0.194, 'neu': 0.444, 'pos': 0.361, 'compound': 0.4588}",0.361,0.194,0.444,0.4588
4635,Big L,Halftime Radio,,Harlem,"Cuz its L, the Harlem pimp baby, for real",Now I\'m thinkin\' what chick number I can dial out,"I got more dimes then that sprint lady, and thats ill","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.14,0.0,0.86,0.0772
4638,Big L,Halftime Radio,,New York,I\'m runnin with some of the baddest men in the whole New York,"There\'s no comparison son, it\'s just embarrasing",We hold the fort while you crap cats is holdin,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
4641,Big L,All Black,,Harlem,"This ain't Cali, it's Harlem nigga, we do walk-by's","I was taught wise, I'm known to extort guys","No one can match me, tax me, or wax me","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",0.307,0.0,0.693,0.4767
4642,Big L,All Black,,Harlem,"You know my style, I'm wild, comin' straight out of Harlem, pal","Got it goin' on, from the break of dawns to the early morn'","It's Big L, the motherfucking problem child","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4648,Big L,American Dream,,Harlem,Then become a Harlem kingpin just like Alpo,"For a while, yo; pump the vowel so I can pile dough",Get paid so I can lay low in San Diego,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4650,Big L,American Dream,,East Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4651,Big L,American Dream,,West Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4655,Big L,American Dream,,East Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4656,Big L,American Dream,,West Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4658,Big L,American Dream,,Harlem,Harlem kids is known for felonies and sellin\' keys,Do I got stacks of lucci? (Absolutely!),"Pushin 300Z\'s, GS3\'s, and puffin\' trees","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4659,Big L,American Dream,,East Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4660,Big L,American Dream,,West Coast,"East Coast to West Coast, you know what I mean",Yo! Makin\' this money is the American Dream,"Whether it\'s Uptown, Downtown; you pick the scene","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3164}",0.247,0.0,0.753,0.3164
4666,Big L,Big L The Phenomenon,2006-06-28,New York City,"The New York City child, thug with a pretty smile","I hang with fly stars, buy cars, for fifty-thou'","I love this rap game, that's why I married it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4667,Big L,Big L The Phenomenon,2006-06-28,Harlem,"Yo it's L, the Harlem pimp baby","Check it out, bust it",For real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4669,Big L,Big L The Phenomenon,2006-06-28,Harlem,"Yo, it's L the Harlem pimp baby, just like I said",Forget em all,"Right now, I'm going off the top of the head","{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",0.0,0.487,0.513,-0.2263
4670,Big L,Chill Will Freestyle,2012-01-01,Harlem,"Whoever wanna see me, come to Harlem, it ain’t hard to find me",I’m standin’ strong with my squad behind me,"You might catch me on Lenox Ave., hoppin’ in a Hummer","{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}",0.32,0.0,0.68,0.5106
4672,Big L,Clinic (I Shoulda Used a Rubber),2010-11-23,New York,I knocked the boots from New York to Santa Fe,Next thing ya know we went straight to the bedroom,And that bitch burnt me like a gamma ray,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.174,0.0,0.826,0.2263
4673,Big L,Clinic (I Shoulda Used a Rubber),2010-11-23,Harlem,"Cause it\'s L, the Harlem pimp baby, for real",Now I\'m thinkin\' what bitch number I can dial out,"I got more dimes than that Sprint lady, that\'s ill","{'neg': 0.314, 'neu': 0.579, 'pos': 0.107, 'compound': -0.5423}",0.107,0.314,0.579,-0.5423
4677,Big L,Clinic (I Shoulda Used a Rubber),2010-11-23,Harlem,Cruise through Harlem in a bullet-proof MPV,Ya\'ll still envy me cause I\'m M.V.P,"Man, you fuck around and get plugged like MTV","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",0.0,0.259,0.741,-0.2732
4678,Big L,Da Graveyard,,New York,I got drug spots from New York to Canada,I get more pussy by accident than most niggas get on purpose,\'Cause Big L be fuckin\' with more keys than a janitor,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.7233}",0.0,0.402,0.598,-0.7233
4685,Big L,Danger Zone,,Harlem,"""Stealing runs rampant in Harlem, gambling runs rampant in Harlem—all types of evils and vices that tear apart our community run rampant in Harlem.""","Game, you have just been spotted (Spotted!). UhEmbed', 'Danger Zone Lyrics[Intro: Malcolm X]",,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.5707}",0.0,0.235,0.765,-0.5707
4686,Big L,Danger Zone,,Harlem,"""Stealing runs rampant in Harlem, gambling runs rampant in Harlem—all types of evils and vices that tear apart our community run rampant in Harlem.""","Game, you have just been spotted (Spotted!). UhEmbed', 'Danger Zone Lyrics[Intro: Malcolm X]",,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.5707}",0.0,0.235,0.765,-0.5707
4687,Big L,Danger Zone,,Harlem,"""Stealing runs rampant in Harlem, gambling runs rampant in Harlem—all types of evils and vices that tear apart our community run rampant in Harlem.""","Game, you have just been spotted (Spotted!). UhEmbed', 'Danger Zone Lyrics[Intro: Malcolm X]",,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.5707}",0.0,0.235,0.765,-0.5707
4688,Big L,Deadly Combination,2000-08-01,New York City,"New York City, L.A., Chicago, Atlanta",I got somethin' the world ain't ready for,"D.C., Detroit, New Orleans","{'neg': 0.26, 'neu': 0.74, 'pos': 0.0, 'compound': -0.2755}",0.0,0.26,0.74,-0.2755
4696,Big L,Deadly Combination,2000-08-01,Harlem,"Yeah, yeah, Big L, Harlem's finest, yeah",[Outro: Big L & 2Pac],That nigga who hold it down for Uptown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4697,Big L,Dj Chill Will Freestyle,,Harlem,"Whoever wanna see me, come to Harlem; it ain’t hard to find me","I\'m wavin\' automatic guns at nuns11Embed', ""Dj Chill Will Freestyle LyricsI’m standing strong with my squad behind me","You might catch me on Lenox Ave, hopping in a Hummer","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}",0.238,0.0,0.762,0.6124
4700,Big L,Dj Chill Will Freestyle,,Harlem,"Word up, muthafuckin\' flavor\'s in Harlem act like you know","Word up, the Children of the Corn is puttin\' it on from now on","Word up, Children of the Corn, represent","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4701,Big L,Exclusive 2003 Shit,1995-03-28,Harlem,"Big L, Harlem's finest","Yeah yeah, Flamboyant for lifeEmbed', ""Exclusive 2003 Shit Lyrics[Intro: Big L & DJ Ron G]","Yeah, the nigga who hold it down for uptown","{'neg': 0.195, 'neu': 0.486, 'pos': 0.319, 'compound': 0.0772}",0.319,0.195,0.486,0.0772
4705,Big L,Exclusive 2003 Shit,1995-03-28,Harlem,One love to the whole Harlem clique,"Only real niggas with skills should get deals, word up","Herb McGruff, Mase Murda, C.O.C., Killa Cam, Bloodshed","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
4708,Big L,Fall Back,1995-03-28,New York,"New York livin, got a nigga four-fifth liftin'",Niggas turn stale on the Rock until they bail drop,Send you as a gift to the mortician,"{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.5423}",0.0,0.36,0.64,-0.5423
4709,Big L,Flamboyant,2000-08-01,Harlem,"Leave 'em empty, I cruise through Harlem in a M3","When me and my crew hit the clubs, we go straight to the bar","Never pay for parties, say my name and I'm in free","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}",0.128,0.0,0.872,0.2263
4710,Big L,Flamboyant,2000-08-01,Harlem,"Leave 'em empty, I cruise through Harlem in an M3","When me and my crew hit the clubs, we go straight to the bar","Never pay for parties, say my name and I'm in free","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}",0.128,0.0,0.872,0.2263
4712,Big L,Furious Anger,2010-11-23,Staten Island,"A Staten Island club, and his face still bares the scar","Shyheim, the youngest member of the Wu-Tang Clan, was jumped at",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4715,Big L,Games,,New York,Like we don't cross paths in these New York streets?,"Had you set up livin swell, how you gon' fuck my man L","But that's good, cause he's my man and we both shine","{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.5423}",0.0,0.241,0.759,-0.5423
4718,Ja Rule,300,2009-07-31,Harlem,"Aston Martin DB9, with a dime bitch from Harlem, I'm","My bitch, my whips be foreign","Just a product of my environment, right?","{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.5859}",0.0,0.432,0.568,-0.5859
4724,Ja Rule,Always on Time,,Jersey,"And I'm just outside of Jersey, past the Palisades",I got the Bentley valeted,And I'd love to see that ass in boots and shades,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4725,Ja Rule,Believe,,New York,It's kinda like when Gina left Martin for New York,But somewhere along the lines we switched episodes,"Speaking of New York, the city is so lost","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4726,Ja Rule,Believe,,New York,"Speaking of New York, the city is so lost",It's kinda like when Gina left Martin for New York,Even with the Knicks looking to make the playoffs,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.2975}",0.197,0.0,0.803,0.2975
4727,Ja Rule,Believe,,Bronx,"Spike is back on the court, and Jeter's still with the Bronx",Even with the Knicks looking to make the playoffs,Bloomberg got the city ready for seance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4732,Ja Rule,Bout My Business,2003-11-04,New York,"Pull up to the hottest club in New York, with my hazards on",And the flyest crews goin the fastest,"No tags, I just drove it off the showroom floor","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4734,Ja Rule,Clap Back,,Staten Island,"Big shout to all my Queens niggas, all my Staten Island niggas",To the world famous Murda Inc. Show,"All my Uptown niggas, all my Brooklyn niggas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4735,Ja Rule,Clap Back,,Brooklyn,"All my Uptown niggas, all my Brooklyn niggas","Big shout to all my Queens niggas, all my Staten Island niggas","All my Bronx niggas, yeah, all my Jersey niggas, you know?","{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.5859}",0.0,0.324,0.676,-0.5859
4736,Ja Rule,Clap Back,,Bronx,"All my Bronx niggas, yeah, all my Jersey niggas, you know?","All my Uptown niggas, all my Brooklyn niggas",We doing it real big right here (All my money niggas),"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.5859}",0.0,0.444,0.556,-0.5859
4737,Ja Rule,Clap Back,,Jersey,"All my Bronx niggas, yeah, all my Jersey niggas, you know?","All my Uptown niggas, all my Brooklyn niggas",We doing it real big right here (All my money niggas),"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.5859}",0.0,0.444,0.556,-0.5859
4739,Ja Rule,Clap Back,,Harlem,I\'m here to make this rap shit hotter than Harlem,And stuck somewhere between Gomorrah and Sodom,"Fuck the dog, we werewolves is out on the prowl","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",0.0,0.25,0.75,-0.25
4740,Ja Rule,Clap Back,,Jersey,"You know, all my Jersey niggas (All my Boston niggas)",It\'s not a game no more (Queens in this motherfucker),"All my Brooklyn niggas, Brooklyn, sir, what up?","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.2235}",0.191,0.0,0.809,0.2235
4742,Ja Rule,Clap Back,,Brooklyn,"All my Brooklyn niggas, Brooklyn, sir, what up?","You know, all my Jersey niggas (All my Boston niggas)","Haha, yeah, holla at me, man2Embed', 'Clap Back - Album Version (Edited) Lyrics[Intro - Ja Rule]","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
4743,Ja Rule,Clap Back,,Brooklyn,"All my Brooklyn niggas, Brooklyn, sir, what up?","You know, all my Jersey niggas (All my Boston niggas)","Haha, yeah, holla at me, man2Embed', 'Clap Back - Album Version (Edited) Lyrics[Intro - Ja Rule]","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
4744,Ja Rule,Clap Back,,Staten Island,Big shout to all my Queens niggas in Staten Island,To the world famous Murda Inc. Show,"Niggas in Uptown, niggas in Brooklyn niggas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4746,Ja Rule,Clap Back,,Brooklyn,"Niggas in Uptown, niggas in Brooklyn niggas",Big shout to all my Queens niggas in Staten Island,"All my Bronx niggas yeah, all my Jersey niggas! you know?","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
4747,Ja Rule,Clap Back,,Bronx,"All my Bronx niggas yeah, all my Jersey niggas! you know?","Niggas in Uptown, niggas in Brooklyn niggas",We doing it real big right here! all my money niggas,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.7351}",0.0,0.643,0.357,-0.7351
4748,Ja Rule,Clap Back,,Jersey,"All my Bronx niggas yeah, all my Jersey niggas! you know?","Niggas in Uptown, niggas in Brooklyn niggas",We doing it real big right here! all my money niggas,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.7351}",0.0,0.643,0.357,-0.7351
4750,Ja Rule,Clap Back,,Harlem,I\'m here to make this rap shit hotter than Harlem,And stuck somewhere between Gomorrah and Saddam,"Fuck the Dog beware of Rule, cause I\'m the problem","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",0.0,0.25,0.75,-0.25
4751,Ja Rule,Clap Back,,Jersey,"[Ja Rule] All my Jersey niggas, all my Boston niggas",[Benzino] You know,"[Ja Rule] All my Brooklyn niggas, Brooklyn sir what up!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4753,Ja Rule,Clap Back,,Brooklyn,"[Ja Rule] All my Brooklyn niggas, Brooklyn sir what up!","[Ja Rule] All my Jersey niggas, all my Boston niggas","[Ja Rule] Haha, yeah, holla at me manEmbed', 'Clap Back (Radio Edit) LyricsI\'d like to welcome all my *** to the world famous Murda Inc. Show","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5859}",0.0,0.375,0.625,-0.5859
4754,Ja Rule,Clap Back,,Brooklyn,"[Ja Rule] All my Brooklyn niggas, Brooklyn sir what up!","[Ja Rule] All my Jersey niggas, all my Boston niggas","[Ja Rule] Haha, yeah, holla at me manEmbed', 'Clap Back (Radio Edit) LyricsI\'d like to welcome all my *** to the world famous Murda Inc. Show","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5859}",0.0,0.375,0.625,-0.5859
