,Artist,Song Name,release date,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
913,Foxy Brown,Na Na Be Like,1996-11-19,New York,"And for the chips, Reeboks is a New York thang","It was a floss thing, for them niggas to thug walk thing","Small thing, and to the hottest dadas","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",0.0,0.194,0.806,-0.34
914,Foxy Brown,Open Book,2003-05-06,Brooklyn,"Oh yes (Oh yes), oh my God (Brooklyn)","Red, I\'m revived, man","Woo (Woo), uh-oh, uh-oh","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
915,Foxy Brown,Run Yo Shit,2003-05-06,Brooklyn,"That Brooklyn shit, that Queens shit","Ugh Fox Brown shit, CNN shit","Def Jam shit, mother fuckers","{'neg': 0.769, 'neu': 0.231, 'pos': 0.0, 'compound': -0.875}",0.0,0.769,0.231,-0.875
916,Foxy Brown,Run Yo Shit,2003-05-06,Queens,"That Brooklyn shit, that Queens shit","Ugh Fox Brown shit, CNN shit","Def Jam shit, mother fuckers","{'neg': 0.769, 'neu': 0.231, 'pos': 0.0, 'compound': -0.875}",0.0,0.769,0.231,-0.875
917,Foxy Brown,Run Yo Shit,2003-05-06,Queens,My niggas PA with AK from Queens to BK nigga,For that money or that light grey,From the Stuy to the pub in the Bridge,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.0516}",0.167,0.0,0.833,0.0516
918,Foxy Brown,She Wanna Rude Bwoy,1999-01-26,Queens,"From Queens, member Preem? I seen him in my dreams",You know killers like Pap and Prince Miller,I use to feign for the call even used to wake up late nights,"{'neg': 0.336, 'neu': 0.469, 'pos': 0.195, 'compound': -0.4215}",0.195,0.336,0.469,-0.4215
919,Foxy Brown,She Wanna Rude Bwoy,1999-01-26,New York,"What's up New York New York, nobody gettin' bread","When I woke up, damn, seemed like the city was dead",[?] sent Big Meeks to the feds,"{'neg': 0.424, 'neu': 0.424, 'pos': 0.152, 'compound': -0.6705}",0.152,0.424,0.424,-0.6705
920,Foxy Brown,So Hot,2003-05-06,Brooklyn,"Brooklyn, alright, okay, alright, come on (Y\'all can\'t fuck with me)",Pretty Boy (Fox so hot),Woah (Fox so hot),"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.444,0.0,0.556,0.4939
921,Foxy Brown,Star Cry,,Brownsville,"I'm Brownsville to Bedstuy, Flatbush, and the East","Every motherfuckin' piece - bitch, I AM the streets",What other rap bitch could touch Brooklyn concrete?,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.5859}",0.0,0.388,0.612,-0.5859
922,Foxy Brown,Star Cry,,Brooklyn,What other rap bitch could touch Brooklyn concrete?,"I'm Brownsville to Bedstuy, Flatbush, and the East","Home of the crooks, and - step in any hood in Brooklyn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
923,Foxy Brown,Star Cry,,Brooklyn,"Home of the crooks, and - step in any hood in Brooklyn",What other rap bitch could touch Brooklyn concrete?,"Bet you'll still see my Louboutin footprintsEmbed"", ""Streets Love Me Lyrics[Intro]","{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.5859}",0.0,0.352,0.648,-0.5859
924,Foxy Brown,Streets Love Me,2003-05-06,Brooklyn,Brooklyn to kingston,What's fuckin' wit dis huh?,"Dirty manEmbed"", 'Stylin’ Lyrics[Intro]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
925,Foxy Brown,Streets Love Me,2003-05-06,Brooklyn,Brooklyn,Alright,"Uh-huh (Oh), uh-oh, uh-oh (Woah)","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",1.0,0.0,0.0,0.25
926,Foxy Brown,Streets Love Me,2003-05-06,Brooklyn,Brooklyn broad and bet I keep the heat low,So lay low and throw the pussy like the free throw,[Chorus],"{'neg': 0.147, 'neu': 0.494, 'pos': 0.359, 'compound': 0.5302}",0.359,0.147,0.494,0.5302
927,Foxy Brown,Superfreak,1999-01-26,Brooklyn,"Brooklyn, yeah","Along side, Jazze Pha, yeah",Stand up,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}",0.355,0.0,0.645,0.296
928,Foxy Brown,Tables Will Turn,2003-02-18,Brooklyn,"Ugh, Kingston, Brooklyn, WHAT! Dave Kelly, Can't stop this, We did it again","Fox Brown, Baby Cham",What?! What?! Uh!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
929,Foxy Brown,Tables Will Turn,2003-02-18,Jamaica,Ya didn't know they shouldn't mess wit' people from Jamaica,Muddafuckas tryyyy-in' to be a shaker,"Baby Cham and Foxy Brown, a we take the cake-ah","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
930,Foxy Brown,Talk To Me,2001-07-17,Brooklyn,"I'm on that Brooklyn shit, and I'm takin' what's",First and last time,Mine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
931,Foxy Brown,The Chase,2003-05-06,Queens,Gunnin' through Queens in Beams,"Pure steel, my niggas peel, murderin'","Forty-four chrome, MAC-11, stow it in they jeans","{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
932,Foxy Brown,The Promise,1996-11-19,Brooklyn,"Infamous, Brooklyn (Uh), QB","Uh, uh-huh, Firm",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
933,Foxy Brown,The Promise,1996-11-19,Brooklyn,"From Brooklyn to Queensbrige, it\'s pure havoc","Doe or die status, mama be the baddest","Havoc, we on a job, fuckin\' with Mobb","{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",0.0,0.358,0.642,-0.5994
934,Foxy Brown,The Promise,1996-11-19,Queens,"From Brooklyn to Queensbrige, it\'s pure havoc","Doe or die status, mama be the baddest","Havoc, we on a job, fuckin\' with Mobb","{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",0.0,0.358,0.642,-0.5994
935,Foxy Brown,The Promise,1996-11-19,Queensbridge,"Queensbridge, Don \'pu","Grand Wiz, where you at, baby?","The whole Brooklyn, pretty boy","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.375,0.0,0.625,0.4588
936,Foxy Brown,The Promise,1996-11-19,Queens,"Queensbridge, Don \'pu","Grand Wiz, where you at, baby?","The whole Brooklyn, pretty boy","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.375,0.0,0.625,0.4588
937,Foxy Brown,The Promise,1996-11-19,Brooklyn,"The whole Brooklyn, pretty boy","Queensbridge, Don \'pu","Mhm, yeahEmbed', ""Too Real Lyrics[Intro]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
938,Foxy Brown,Too Real,1999-01-26,Brooklyn,"Brooklyn, yo","Mhm, yeahEmbed', ""Too Real Lyrics[Intro]","Eyo, it's the Ill Na Na baby!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
939,Foxy Brown,Too Real,1999-01-26,Brooklyn,"Brooklyn, let's get it in","Eyo, it's the Ill Na Na baby!",,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.4753}",0.0,0.34,0.66,-0.4753
940,Foxy Brown,Too Real,1999-01-26,Brooklyn,I keep my killaz on that Brooklyn shit,"He and his Feds, but he left his legacy in killa",Fox ripped the world like the Brooklyn Bridge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
941,Foxy Brown,Too Real,1999-01-26,Brooklyn,Fox ripped the world like the Brooklyn Bridge,I keep my killaz on that Brooklyn shit,"I'm back now, Brooklyn ain't never looked this big","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",0.0,0.375,0.625,-0.5574
942,Foxy Brown,Too Real,1999-01-26,Brooklyn,"I'm back now, Brooklyn ain't never looked this big",Fox ripped the world like the Brooklyn Bridge,I hold it down while y'all lookin' for Big,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
943,Foxy Brown,Up Jumps the Boogie,2001-07-17,New York,"That's the new talk, New York bAbY","The word of bk, o-kay-kay-kay",It the bushedan',"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
944,Foxy Brown,Up Jumps the Boogie,2001-07-17,Brooklyn,And it's hard to eat in these Brooklyn streets,I rate the weak movin' a brick in half a week,The truth is you bitches only live in a booth,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.0,0.293,0.707,-0.4404
945,Foxy Brown,Up Jumps the Boogie,2001-07-17,Brooklyn,"Brooklyn's back niggaEmbed"", ""We’re on Fire Lyrics[Intro]","Man, me and Gav in them Lacs, Tyson's bout to get them belts back","Number one, baby","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
946,Foxy Brown,Up Jumps the Boogie,2001-07-17,Brooklyn,"Who ya know rep it harder than me, Brooklyn","Homie, my case is beat, I'm still spitting heat",[Hook: Movado],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
947,Foxy Brown,When the Lights Go Out,2008-05-13,Jamaica,My na na na na tastes like Jamaican kiki,F double O-X B double O-G-I-E,Ain't a bitch freaky like me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
948,Foxy Brown,When the Lights Go Out,2008-05-13,Brooklyn,From Brooklyn to Kingston,"And he on\'t know how many niggas is dying to take his spot, now",Bare t\'ago ball for this pussy!,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}",0.0,0.156,0.844,-0.34
949,Public Enemy,Aintnuttin Buttersong,1999-07-20,America,"""Question, America: is this America, the land of the free and the brave?""",Uh! Yeah!,"Come on, now!","{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4184}",0.736,0.0,0.264,0.4184
950,Public Enemy,Aintnuttin Buttersong,1999-07-20,America,"""I pledge allegiance to the flag of the United States of America""","Tell \'em \'bout it now! Uh, yeah!","Oh, yeah!","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.4184}",0.317,0.0,0.683,0.4184
951,Public Enemy,Aintnuttin Buttersong,1999-07-20,New York,New York and Cali got the same amount of race rallies,Or was it Tennessee or Arkansas?,I know they wanna hang me straight around the neck,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
952,Public Enemy,Air Hoodlum,1994-08-23,New York,"Risin up in the \'Velt, Strong Island, New York",[Verse 1],"The hood, in case you did not know my base","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
953,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Yo, G! Come and get your New York Post!","""I don\'t understand it, the kid coulda been another Jordan!""Embed', ""A Letter To The New York Post Lyrics[Intro: Flavor Flav]","New York Post, right here! Come on, y'all!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
954,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"New York Post, right here! Come on, y'all!","Yo, G! Come and get your New York Post!","Get the boast-a, boast-a, boast-a","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
955,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Coast-a, coast-a, New York Post-a","Get the boast-a, boast-a, boast-a",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
956,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Yo, New York Post, don't brag and boast",[Verse 1: Flavor Flav],Dissin' Flavor when he's butter that you put on your toast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
957,Public Enemy,A Letter To The New York Post,2006-01-01,New York,Here's a letter to the New York Post,"Yeah, you tellin' Flav, we got to let 'em know",The worst piece of paper on the East coast,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.196,0.0,0.804,0.296
958,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Forty cents in New York City, fifty cents elsewhere","Matter of fact, the whole state",And makes no goddamn sense at all,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.0258}",0.18,0.0,0.82,0.0258
959,Public Enemy,A Letter To The New York Post,2006-01-01,New York City,"Forty cents in New York City, fifty cents elsewhere","Matter of fact, the whole state",And makes no goddamn sense at all,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.0258}",0.18,0.0,0.82,0.0258
960,Public Enemy,A Letter To The New York Post,2006-01-01,America,America's oldest continuously published daily piece of bullshit,And makes no goddamn sense at all,,"{'neg': 0.515, 'neu': 0.485, 'pos': 0.0, 'compound': -0.6486}",0.0,0.515,0.485,-0.6486
961,Public Enemy,A Letter To The New York Post,2006-01-01,New York,Europe Asia to the streets of New York,Post got Flavor from sellin' no records,Flavor Flav known for his finesse talk,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
962,Public Enemy,A Letter To The New York Post,2006-01-01,New York,New York Post can't destroy me,Do it to ya for the Post to employ me,"Rapper of Public Enemy, rap star beats lover","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
963,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Out the pot took the plate, New York Post",With the headline of a fucked up cover,Get your story straight motherfucker,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",0.0,0.423,0.577,-0.6597
964,Public Enemy,A Letter To The New York Post,2006-01-01,New York,Here's a letter to the New York Post,It always seems they make our neighborhood look bad,Ain't worth the paper it's printed on,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",0.0,0.304,0.696,-0.5423
965,Public Enemy,A Letter To The New York Post,2006-01-01,New York,Don't print bull like the New York Post,"Yo Jet, be a good host",,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.42,0.0,0.58,0.4404
966,Public Enemy,A Letter To The New York Post,2006-01-01,New York,"Anyway, here's a letter to the New York Post","Ah, looks like somebody slipped up here",Black newspaper and magazines are supposed to get the real deal from the source y'all,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
967,Public Enemy,By the Time I Get to Arizona,1988-06-28,Jamaica,"Lookin' for culture I got, but not here from Jamaica","So I pray, I pray every day, I do and praise Jah the maker","Pushin' and shakin' the structure, bringin' down the Babylon","{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.831}",0.523,0.0,0.477,0.831
968,Public Enemy,By the Time I Get to Arizona,1988-06-28,Jamaica,Lookin\' for culture I got but not here from Jamaica,So I pray I pray everyday I do and praise Jah the maker,Pushin\' and shakin\' the structure bringin\' down the Babylon,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.831}",0.557,0.0,0.443,0.831
969,Public Enemy,By the Time I Get to Arizona (The Moleman Mixx),,Jamaica,Lookin\' for culture I got but not here from Jamaica,So I pray I pray everyday I do and praise Jah the maker,Pushin\' and shakin\' the structure bringin\' down the Babylon,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.831}",0.557,0.0,0.443,0.831
970,Public Enemy,Can You Hear Me Now,,America,Its suicidal to think I\'m your American idol,[Verse 2],Hypnotic trapped in some three thousand mile box,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
971,Public Enemy,Catch The Thrown,,America,"The sound of black America is ""Ouch!""",No quarterback gets sacked on the couch,Governments don\'t love you and president executions,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
972,Public Enemy,Coinsequences,,America,And that all of America support the Pres\',And prison if you black is just a part of life,"Religion is the way, and we all full of sin","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",0.0,0.268,0.732,-0.5106
973,Public Enemy,Coinsequences,,America,"All that ""God bless America, and nobody else""",Like votin for the President and both of them fam,"But I can smell racism, however it\'s dealt","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.217,0.0,0.783,0.3612
974,Public Enemy,Crayola,,Queens,"Gods To Niggas, Queens To Bitches",FM - Radio - Eff Em Turn It Around Muthafucka,Race Against Time See Em All Runnin For The Riches,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
975,Public Enemy,Escapism,2002-07-23,America,America got folks' brains on lock,We were slaves once up inside this box,"Forget the connects, some wanna buy what's next","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
976,Public Enemy,Exit Your Mind,2006-03-03,America,America would not have no flavor if it wasn’t for the black population,The fathers and mothers of it all,"Come on black people, it’s our time","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
977,Public Enemy,Get It In,1988-06-28,Bronx,"In the Bronx, we rock the block, you gotta (Get it in)","Riding on the block, you gotta (Get it in)","Nassau county on the rock, you gotta (Get it in)","{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.4404}",0.0,0.266,0.734,-0.4404
978,Public Enemy,Get Off My Back,1990-04-10,New York,I\'m in the streets of New York (Go away!),"Which tape should I rock, LL\'s or ours?",I pop in my Kool G Rap and Polo tape,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
979,Public Enemy,Get Your Shit Together,2015-07-16,Brooklyn,Brooklyn had no other choice but to stare and keep lookin’,Had the sky cookin’,City smile missin’ two front teeth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
980,Public Enemy,Go Cat Go,1999-07-20,Brooklyn,Raised up in Brooklyn,At the chisa and the cream,But be ballin down in Queens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
981,Public Enemy,Go Cat Go,1999-07-20,Queens,But be ballin down in Queens,Raised up in Brooklyn,White man's burden,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
982,Public Enemy,Hannibal Lecture,2012-10-01,America,Being here in America doesn't make you an American,"No sound aroundEmbed"", ""Hannibal Lecture Lyrics[Malcolm X]",Being born here in America doesn't make you an American,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
983,Public Enemy,Hannibal Lecture,2012-10-01,America,Being born here in America doesn't make you an American,Being here in America doesn't make you an American,Why if birth made you an American you wouldn't need any legislation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
984,Public Enemy,Hannibal Lecture,2012-10-01,America,Why if birth made you an American you wouldn't need any legislation,Being born here in America doesn't make you an American,You wouldn't need any amendments to the Constitution,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
985,Public Enemy,Hannibal Lecture,2012-10-01,America,"I don't see any American dream, I see an American nightmare",You wouldn't need any amendments to the Constitution,I'm one of the 42 million black people who are the victims of America,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
986,Public Enemy,Hannibal Lecture,2012-10-01,America,I'm one of the 42 million black people who are the victims of America,"I don't see any American dream, I see an American nightmare",,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",0.2,0.0,0.8,0.25
987,Public Enemy,Hannibal Lecture,2012-10-01,New York,"Mashin in my Chevy down the streets of New York, they feel me","Keep on servin 'em, cause you know we do work","I smooth grip, and hit up the spot","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
988,Public Enemy,Harder Than You Think,2017-06-29,Queens,On the way out to LA Laurelton Queens?,Now remember that line you was kicking to me,While we was in the car on our way to the Shop?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
989,Public Enemy,Harder Than You Think,2017-06-29,New York,"Yeah, that\'s right, we Public Enemy #1 in New York",[Outro: Flavor Flav],"Public Enemy #1 in Philly, Public Enemy #1 in D.C","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
990,Public Enemy,Harder Than You Think,2017-06-29,Jersey,(It\'s a beautiful thing) Public Enemy #1 in New Jersey,Also we\'re Public Enemy #1 in St. Louis,"And bust it, we also Public Enemy #1 in Cincinnati, (we\'re harder than you think)","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.0,0.333,0.667,-0.5423
991,Public Enemy,Harder Than You Think (London radio edit),2012-10-01,Queens,On the way out to LA Lounge in Queens,Now remember that line you was kicking to me,While we was in the car on our way to the Shop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
992,Public Enemy,Harder Than You Think (London radio edit),2012-10-01,New York,"Yeah, that\'s right, we Public Enemy #1 in New York",[Flavor Flav - Outro],"Public Enemy #1 in Philly, Public Enemy #1 in D.C","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
993,Public Enemy,Harder Than You Think (London radio edit),2012-10-01,Jersey,(It\'s a beautiful thing) Public Enemy #1 in New Jersey,Also we\'re Public Enemy #1 in St. Louis,"And bust it, we also Public Enemy #1 in Cincinnatti, (we\'re harder than you think)","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.0,0.333,0.667,-0.5423
994,Public Enemy,Hard Truth Soldiers,2012-07-13,America,While these stupid niggas wanna be American Idols,"Black revolutionary, that\'s my title","Still ride for the streets, since day one","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
995,Public Enemy,Hazy Shade Of Criminal,1990-04-10,America,"Take a piece of America back, but who had it first?",[Verse 3],Hear the Indian curse (Uh!),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
996,Public Enemy,He Got Game (Album Version),1990-04-10,Long Island,[Refrain: Shabach Community Choir of Long Island],,"Stop, look, what's that sound","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
997,Jay Z,He Got Game (Album Version),1990-04-10,Brooklyn,I\'m the only nigga from Brooklyn out here man,Yeah whattup man,"I\'m tryin to lock the spot down, holla at me","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",0.524,0.0,0.476,0.296
998,Jay Z,He Got Game (Album Version),1990-04-10,Brooklyn,Still there Brooklyn?,"Take a nigga brick, smack him, then you sell it back to them",[Shorty],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
999,Jay Z,1999 Tim Westwood Freestyle,2002-11-12,Broadway,With this CEO of the Coke on Broadway,"Duck spit, arm shake, who wan' gon' play",Never heard so many joints from one man,"{'neg': 0.168, 'neu': 0.594, 'pos': 0.238, 'compound': 0.1779}",0.238,0.168,0.594,0.1779
1000,Jay Z,22 Days Challenge,,West Coast,Too much West Coast dick lickin\',[Verse 1: JAY-Z],"And too many niggas on a mission, doin\' your best Jay-Z rendition","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1001,Jay Z,30 Something,2011-03-23,America,"America, this land of mine","I'm conflicted because, dude","Is filled with prisoners, with the same plans as mine","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1002,Jay Z,A Ballad for the Fallen Soldier,,Manhattan,Bin Laden been happening in Manhattan,"Off to boot camp, the world\'s facing terror","Crack was anthrax back then, back when","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",0.0,0.327,0.673,-0.5267
1003,Jay Z,All Around the World,2017-06-30,Brooklyn,"Brooklyn bombers (Same song, same song)",Same song (Same song),"Detroit players (Oh, same song)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1004,Jay Z,All Around the World,2017-06-30,Brooklyn,"Real niggas out in Brooklyn, some niggas don\'t clap","Said it ain\'t, ""Where you from?"" Yo it\'s, ""Where you at?""","It\'s real killers out in Cali, some niggas just act","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1005,Jay Z,(Always Be My) Sunshine,,America,"I can\'t go a day without my sunshine, sunshine2Embed', ""American Dreamin’ Lyrics[Intro: Marvin Gaye]","Touch me with, a smile of gold",Dreamed of you this morning,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.333,0.0,0.667,0.3612
1006,Jay Z,(Always Be My) Sunshine,,America,American dreamin',"Oh no, I never gave up no way (I never felt that before)","Oh no, I never gave up no way (I never felt that before)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
1007,Jay Z,(Always Be My) Sunshine,,America,I'm just American dreamin',"Oh no, I never gave up no way (I never felt that before)","Oh no, I never gave up no way (I never felt that before)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
1008,Jay Z,(Always Be My) Sunshine,,America,American dreamin',"Oh no, I never gave up no way (I never felt that before)","But there's always— that's all, that's all, baby (Uh, uh)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
1009,Jay Z,(Always Be My) Sunshine,,America,American dreamin',"Oh no, I never gave up no way (I never felt that before)","Oh no, I never gave up no way (I never felt that before)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
1010,Jay Z,(Always Be My) Sunshine,,America,I'm just American dreamin',"Oh no, I never gave up no way (I never felt that before)","Oh no, I never gave up no way (I never felt that before)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
1011,Jay Z,(Always Be My) Sunshine,,America,American dreamin',"Oh no, I never gave up no way (I never felt that before)","But there's always— that's all, that's all, baby","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}",0.0,0.306,0.694,-0.5267
